medido_em,rio_nivel,rio_variacao,chuva_mm,chuva_total,chuva_taxa_med,chuva_taxa_max,bateria_v
2026-09-08T21:10:00,0.26,0,0,0,0,0,
2026-09-08T21:20:00,0.28,0.020000000000000018,0,0,0,0,
2026-09-08T21:30:00,0.26,-0.020000000000000018,0,0,0,0,
2026-09-08T21:40:00,0.28,0.020000000000000018,0,0,0,0,
2026-09-08T21:50:00,0.32,0.03999999999999998,0,0,0,0,
2026-09-08T22:00:00,0.33,0.010000000000000009,0,0,0,0,
2026-09-08T22:10:00,0.37,0.03999999999999998,0,0,0,0,
2026-09-08T22:20:00,0.42,0.04999999999999999,0,0,0,0,
2026-09-08T22:30:00,0.4,-0.019999999999999962,0,0,0,0,
2026-09-08T22:40:00,0.45,0.04999999999999999,0,0,0,0,
2026-09-08T22:50:00,0.46,0.010000000000000009,0,0,0,0,
2026-09-08T23:00:00,0.5,0.03999999999999998,0,0,0,0,
2026-09-08T23:10:00,0.56,0.06000000000000005,0,0,0,0,
2026-09-08T23:20:00,0.57,0.009999999999999898,0,0,0,0,
2026-09-08T23:30:00,0.66,0.09000000000000008,0,0,0,0,
2026-09-08T23:40:00,0.63,-0.030000000000000027,0,0,0,0,
2026-09-08T23:50:00,0.64,0.010000000000000009,0,0,0,0,
2026-09-09T00:00:00,0.65,0.010000000000000009,0,0,0,0,
2026-09-09T00:10:00,0.7,0.04999999999999993,0,0,0,0,
2026-09-09T00:20:00,0.71,0.010000000000000009,0,0,0,0,
2026-09-09T00:30:00,0.69,-0.020000000000000018,0,0,0,0,
2026-09-09T00:40:00,0.7,0.010000000000000009,0,0,0,0,
2026-09-09T00:50:00,0.73,0.030000000000000027,0,0,0,0,
2026-09-09T01:00:00,0.74,0.010000000000000009,0,0,0,0,
2026-09-09T01:10:00,0.75,0.010000000000000009,0,0,0,0,
2026-09-09T01:20:00,0.76,0.010000000000000009,0,0,0,0,
2026-09-09T01:30:00,0.74,-0.020000000000000018,0,0,0,0,
2026-09-09T01:40:00,0.72,-0.020000000000000018,0,0,0,0,
2026-09-09T01:50:00,0.74,0.020000000000000018,0,0,0,0,
2026-09-09T02:00:00,0.76,0.020000000000000018,0,0,0,0,
2026-09-09T02:10:00,0.76,0,0,0,0,0,
2026-09-09T02:20:00,0.74,-0.020000000000000018,0,0,0,0,
2026-09-09T02:30:00,0.71,-0.030000000000000027,0,0,0,0,
2026-09-09T02:40:00,0.7,-0.010000000000000009,0,0,0,0,
2026-09-09T02:50:00,0.68,-0.019999999999999907,0,0,0,0,
2026-09-09T03:00:00,0.67,-0.010000000000000009,0,0,0,0,
2026-09-09T03:10:00,0.63,-0.040000000000000036,0,0,0,0,
2026-09-09T03:20:00,0.61,-0.020000000000000018,0,0,0,0,
2026-09-09T03:30:00,0.59,-0.020000000000000018,0,0,0,0,
2026-09-09T03:40:00,0.57,-0.020000000000000018,0,0,0,0,
2026-09-09T03:50:00,0.56,-0.009999999999999898,0,0,0,0,
2026-09-09T04:00:00,0.54,-0.020000000000000018,0,0,0,0,
2026-09-09T04:10:00,0.49,-0.050000000000000044,0,0,0,0,
2026-09-09T04:20:00,0.48,-0.010000000000000009,0,0,0,0,
2026-09-09T04:30:00,0.46,-0.019999999999999962,0,0,0,0,
2026-09-09T04:40:00,0.43,-0.030000000000000027,0,0,0,0,
2026-09-09T04:50:00,0.41,-0.020000000000000018,0,0,0,0,
2026-09-09T05:00:00,0.39,-0.019999999999999962,0,0,0,0,
2026-09-09T05:10:00,0.36,-0.030000000000000027,0,0,0,0,
2026-09-09T05:20:00,0.33,-0.02999999999999997,0,0,0,0,
2026-09-09T05:30:00,0.3,-0.030000000000000027,0,0,0,0,
2026-09-09T05:40:00,0.27,-0.02999999999999997,0,0,0,0,
2026-09-09T05:50:00,0.24,-0.030000000000000027,0,0,0,0,
2026-09-09T06:00:00,0.22,-0.01999999999999999,0,0,0,0,
2026-09-09T06:10:00,0.21,-0.010000000000000009,0,0,0,0,
