medido_em,rio_nivel,rio_variacao,chuva_mm,chuva_total,chuva_taxa_med,chuva_taxa_max,bateria_v
2026-09-08T21:10:00,0.66,0,0,0,0,0,13.425
2026-09-08T21:20:00,0.66,0,0,0,0,0,13.42
2026-09-08T21:30:00,0.66,0,0,0,0,0,13.425
2026-09-08T21:40:00,0.66,0,0,0,0,0,13.43
2026-09-08T21:50:00,0.66,0,0,0,0,0,13.43
2026-09-08T22:00:00,0.66,0,0,0,0,0,13.43
2026-09-08T22:10:00,0.66,0,0,0,0,0,13.42
2026-09-08T22:20:00,0.66,0,0,0,0,0,13.415
2026-09-08T22:30:00,0.67,0.010000000000000009,0,0,0,0,13.42
2026-09-08T22:40:00,0.66,-0.010000000000000009,0,0,0,0,13.42
2026-09-08T22:50:00,0.66,0,0,0,0,0,13.42
2026-09-08T23:00:00,0.66,0,0,0,0,0,13.42
2026-09-08T23:10:00,0.66,0,0,0,0,0,13.42
2026-09-08T23:20:00,0.66,0,0,0,0,0,13.42
2026-09-08T23:30:00,0.66,0,0,0,0,0,13.42
2026-09-08T23:40:00,0.66,0,0,0,0,0,13.42
2026-09-08T23:50:00,0.66,0,0,0,0,0,13.42
2026-09-09T00:00:00,0.66,0,0,0,0,0,13.42
2026-09-09T00:10:00,0.66,0,0,0,0,0,13.42
2026-09-09T00:20:00,0.66,0,0,0,0,0,13.42
2026-09-09T00:30:00,0.66,0,0,0,0,0,13.42
2026-09-09T00:40:00,0.66,0,0,0,0,0,13.42
2026-09-09T00:50:00,0.66,0,0,0,0,0,13.42
2026-09-09T01:00:00,0.66,0,0,0,0,0,13.42
2026-09-09T01:10:00,0.66,0,0,0,0,0,13.42
2026-09-09T01:20:00,0.66,0,0,0,0,0,13.42
2026-09-09T01:30:00,0.66,0,0,0,0,0,13.42
2026-09-09T01:40:00,0.66,0,0,0,0,0,13.42
2026-09-09T01:50:00,0.66,0,0,0,0,0,13.42
2026-09-09T02:00:00,0.66,0,0,0,0,0,13.42
2026-09-09T02:10:00,0.66,0,0,0,0,0,13.42
2026-09-09T02:20:00,0.66,0,0,0,0,0,13.41
2026-09-09T02:30:00,0.66,0,0,0,0,0,13.42
2026-09-09T02:40:00,0.66,0,0,0,0,0,13.42
2026-09-09T02:50:00,0.66,0,0,0,0,0,13.42
2026-09-09T03:00:00,0.66,0,0,0,0,0,13.42
2026-09-09T03:10:00,0.66,0,0,0,0,0,13.42
2026-09-09T03:20:00,0.66,0,0,0,0,0,13.41
2026-09-09T03:30:00,0.66,0,0,0,0,0,13.42
2026-09-09T03:40:00,0.66,0,0,0,0,0,13.42
2026-09-09T03:50:00,0.66,0,0,0,0,0,13.42
2026-09-09T04:00:00,0.66,0,0,0,0,0,13.42
2026-09-09T04:10:00,0.66,0,0,0,0,0,13.41
2026-09-09T04:20:00,0.66,0,0,0,0,0,13.405
2026-09-09T04:30:00,0.66,0,0,0,0,0,13.42
2026-09-09T04:40:00,0.66,0,0,0,0,0,13.42
2026-09-09T04:50:00,0.66,0,0,0,0,0,13.42
2026-09-09T05:00:00,0.66,0,0,0,0,0,13.42
2026-09-09T05:10:00,0.66,0,0,0,0,0,13.405
2026-09-09T05:20:00,0.66,0,0,0,0,0,13.4
2026-09-09T05:30:00,0.66,0,0,0,0,0,13.415
2026-09-09T05:40:00,0.66,0,0,0,0,0,13.42
2026-09-09T05:50:00,0.66,0,0,0,0,0,13.42
2026-09-09T06:00:00,0.66,0,0,0,0,0,13.42
2026-09-09T06:10:00,0.66,0,0,0,0,0,13.41
2026-09-09T06:20:00,0.66,0,0,0,0,0,13.405
2026-09-09T06:30:00,0.66,0,0,0,0,0,13.4
2026-09-09T06:40:00,0.66,0,0,0,0,0,13.405
2026-09-09T06:50:00,0.66,0,0,0,0,0,13.41
2026-09-09T07:00:00,0.66,0,0,0,0,0,13.415
2026-09-09T07:10:00,0.66,0,0,0,0,0,13.41
2026-09-09T07:20:00,0.66,0,0,0,0,0,13.405
2026-09-09T07:30:00,0.66,0,0,0,0,0,13.405
2026-09-09T07:40:00,0.66,0,0.2,0.2,1.2,2.4,13.41
2026-09-09T07:50:00,0.66,0,0.2,0.4,1.2,2.4,13.41
2026-09-09T08:00:00,0.66,0,0,0.4,0,0,13.41
2026-09-09T08:10:00,0.66,0,0.2,0.6000000000000001,1.2,2.4,13.41
