medido_em,rio_nivel,rio_variacao,chuva_mm,chuva_total,chuva_taxa_med,chuva_taxa_max,bateria_v
2026-09-08T21:10:00,4.62,0,0,0,0,0,13.21
2026-09-08T21:20:00,4.62,0,0,0,0,0,13.205
2026-09-08T21:30:00,4.61,-0.009999999999999787,0,0,0,0,13.21
2026-09-08T21:40:00,4.61,0,0,0,0,0,13.22
2026-09-08T21:50:00,4.61,0,0,0,0,0,13.215
2026-09-08T22:00:00,4.6,-0.010000000000000675,0.03,0.03,0.5,1,13.215
2026-09-08T22:10:00,4.6,0,0,0.03,0,0,13.205
2026-09-08T22:20:00,4.59,-0.009999999999999787,0,0.03,0,0,13.21
2026-09-08T22:30:00,4.59,0,0,0.03,0,0,13.21
2026-09-08T22:40:00,4.59,0,0,0.03,0,0,13.21
2026-09-08T22:50:00,4.59,0,0,0.03,0,0,13.22
2026-09-08T23:00:00,4.58,-0.009999999999999787,0,0.03,0,0,13.215
2026-09-08T23:10:00,4.57,-0.009999999999999787,0,0.03,0,0,13.21
2026-09-08T23:20:00,4.57,0,0,0.03,0,0,13.195
2026-09-08T23:30:00,4.57,0,0,0.03,0,0,13.21
2026-09-08T23:40:00,4.56,-0.010000000000000675,0,0.03,0,0,13.22
2026-09-08T23:50:00,4.56,0,0,0.03,0,0,13.22
2026-09-09T00:00:00,4.56,0,0,0.03,0,0,13.22
2026-09-09T00:10:00,4.55,-0.009999999999999787,0,0.03,0,0,13.205
2026-09-09T00:20:00,4.55,0,0,0.03,0,0,13.2
2026-09-09T00:30:00,4.54,-0.009999999999999787,0,0.03,0,0,13.21
2026-09-09T00:40:00,4.53,-0.009999999999999787,0,0.03,0,0,13.215
2026-09-09T00:50:00,4.53,0,0,0.03,0,0,13.21
2026-09-09T01:00:00,4.53,0,0,0.03,0,0,13.215
2026-09-09T01:10:00,4.52,-0.010000000000000675,0,0.03,0,0,13.21
2026-09-09T01:20:00,4.52,0,0,0.03,0,0,13.205
2026-09-09T01:30:00,4.51,-0.009999999999999787,0,0.03,0,0,13.21
2026-09-09T01:40:00,4.51,0,0,0.03,0,0,13.21
2026-09-09T01:50:00,4.51,0,0,0.03,0,0,13.21
2026-09-09T02:00:00,4.5,-0.009999999999999787,0,0.03,0,0,13.21
2026-09-09T02:10:00,4.5,0,0,0.03,0,0,13.2
2026-09-09T02:20:00,4.49,-0.009999999999999787,0,0.03,0,0,13.2
2026-09-09T02:30:00,4.49,0,0,0.03,0,0,13.205
2026-09-09T02:40:00,4.48,-0.009999999999999787,0,0.03,0,0,13.21
2026-09-09T02:50:00,4.48,0,0,0.03,0,0,13.21
2026-09-09T03:00:00,4.47,-0.010000000000000675,0,0.03,0,0,13.21
2026-09-09T03:10:00,4.47,0,0,0.03,0,0,13.2
2026-09-09T03:20:00,4.46,-0.009999999999999787,0,0.03,0,0,13.19
2026-09-09T03:30:00,4.46,0,0,0.03,0,0,13.205
2026-09-09T03:40:00,4.45,-0.009999999999999787,0,0.03,0,0,13.21
2026-09-09T03:50:00,4.45,0,0,0.03,0,0,13.21
2026-09-09T04:00:00,4.44,-0.009999999999999787,0,0.03,0,0,13.205
2026-09-09T04:10:00,4.44,0,0,0.03,0,0,13.2
2026-09-09T04:20:00,4.43,-0.010000000000000675,0,0.03,0,0,13.195
2026-09-09T04:30:00,4.43,0,0,0.03,0,0,13.205
2026-09-09T04:40:00,4.42,-0.009999999999999787,0,0.03,0,0,13.2
2026-09-09T04:50:00,4.42,0,0,0.03,0,0,13.21
2026-09-09T05:00:00,4.41,-0.009999999999999787,0,0.03,0,0,13.21
2026-09-09T05:10:00,4.41,0,0,0.03,0,0,13.2
2026-09-09T05:20:00,4.4,-0.009999999999999787,0,0.03,0,0,13.195
2026-09-09T05:30:00,4.39,-0.010000000000000675,0,0.03,0,0,13.2
2026-09-09T05:40:00,4.39,0,0,0.03,0,0,13.2
2026-09-09T05:50:00,4.38,-0.009999999999999787,0,0.03,0,0,13.205
2026-09-09T06:00:00,4.38,0,0,0.03,0,0,13.21
2026-09-09T06:10:00,4.37,-0.009999999999999787,0,0.03,0,0,13.195
2026-09-09T06:20:00,4.37,0,0,0.03,0,0,13.195
2026-09-09T06:30:00,4.36,-0.009999999999999787,0.02,0.05,0.2,0.4,13.205
2026-09-09T06:40:00,4.36,0,0,0.05,0,0,13.21
2026-09-09T06:50:00,4.35,-0.010000000000000675,0,0.05,0,0,13.21
2026-09-09T07:00:00,4.35,0,0,0.05,0,0,13.21
2026-09-09T07:10:00,4.34,-0.009999999999999787,0,0.05,0,0,13.205
2026-09-09T07:20:00,4.33,-0.009999999999999787,0.01,0.060000000000000005,0.45,0.9,13.2
2026-09-09T07:30:00,4.32,-0.009999999999999787,0,0.060000000000000005,0,0,13.205
2026-09-09T07:40:00,4.32,0,0,0.060000000000000005,0,0,13.215
2026-09-09T07:50:00,4.3,-0.020000000000000462,0,0.060000000000000005,0,0,13.22
2026-09-09T08:00:00,4.3,0,0.01,0.07,0.1,0.2,13.22
2026-09-09T08:10:00,4.29,-0.009999999999999787,0,0.07,0,0,13.22
2026-09-09T08:20:00,4.28,-0.009999999999999787,0,0.07,0,0,13.215
2026-09-09T08:30:00,4.27,-0.010000000000000675,0,0.07,0,0,13.225
2026-09-09T08:40:00,4.25,-0.019999999999999574,0,0.07,0,0,13.24
2026-09-09T08:50:00,4.24,-0.009999999999999787,0,0.07,0,0,13.23
2026-09-09T09:00:00,4.24,0,0,0.07,0,0,13.245
2026-09-09T09:10:00,4.22,-0.020000000000000462,0,0.07,0,0,13.245
2026-09-09T09:20:00,4.2,-0.019999999999999574,0.04,0.11000000000000001,0.35,0.7,13.29
2026-09-09T09:30:00,4.19,-0.009999999999999787,0,0.11000000000000001,0,0,13.295
2026-09-09T09:40:00,4.17,-0.020000000000000462,0,0.11000000000000001,0,0,13.295
2026-09-09T09:50:00,4.15,-0.019999999999999574,0,0.11000000000000001,0,0,13.305
2026-09-09T10:00:00,4.14,-0.010000000000000675,0,0.11000000000000001,0,0,13.325
2026-09-09T10:10:00,4.12,-0.019999999999999574,0,0.11000000000000001,0,0,13.325
2026-09-09T10:20:00,4.1,-0.020000000000000462,0,0.11000000000000001,0,0,13.315
2026-09-09T10:30:00,4.09,-0.009999999999999787,0,0.11000000000000001,0,0,13.35
2026-09-09T10:40:00,4.07,-0.019999999999999574,0,0.11000000000000001,0,0,13.4
2026-09-09T10:50:00,4.05,-0.020000000000000462,0,0.11000000000000001,0,0,13.365
2026-09-09T11:00:00,4.03,-0.019999999999999574,0.02,0.13,0.45,0.9,13.39
2026-09-09T11:10:00,4.01,-0.020000000000000462,0,0.13,0,0,13.345
2026-09-09T11:20:00,3.99,-0.019999999999999574,0,0.13,0,0,13.34
2026-09-09T11:30:00,3.97,-0.020000000000000018,0,0.13,0,0,13.385
2026-09-09T11:40:00,3.96,-0.010000000000000231,0,0.13,0,0,13.37
2026-09-09T11:50:00,3.93,-0.029999999999999805,0.01,0.14,0.1,0.2,13.355
2026-09-09T12:00:00,3.91,-0.020000000000000018,0,0.14,0,0,13.365
2026-09-09T12:10:00,3.9,-0.010000000000000231,0,0.14,0,0,13.385
2026-09-09T12:20:00,3.88,-0.020000000000000018,0.03,0.17,1.15,2.3,13.405
2026-09-09T12:30:00,3.86,-0.020000000000000018,0,0.17,0,0,13.38
2026-09-09T12:40:00,3.84,-0.020000000000000018,0,0.17,0,0,13.385
2026-09-09T12:50:00,3.82,-0.020000000000000018,0,0.17,0,0,13.42
2026-09-09T13:00:00,3.8,-0.020000000000000018,0,0.17,0,0,13.44
2026-09-09T13:10:00,3.78,-0.020000000000000018,0,0.17,0,0,13.445
2026-09-09T13:20:00,3.76,-0.020000000000000018,0,0.17,0,0,13.41
2026-09-09T13:30:00,3.74,-0.019999999999999574,0,0.17,0,0,13.4
2026-09-09T13:40:00,3.72,-0.020000000000000018,0,0.17,0,0,13.36
2026-09-09T13:50:00,3.7,-0.020000000000000018,0,0.17,0,0,13.385
2026-09-09T14:00:00,3.69,-0.010000000000000231,0,0.17,0,0,13.4
2026-09-09T14:10:00,3.67,-0.020000000000000018,0,0.17,0,0,13.37
2026-09-09T14:20:00,3.65,-0.020000000000000018,0,0.17,0,0,13.345
2026-09-09T14:30:00,3.63,-0.020000000000000018,0,0.17,0,0,13.37
2026-09-09T14:40:00,3.62,-0.009999999999999787,0,0.17,0,0,13.405
2026-09-09T14:50:00,3.6,-0.020000000000000018,0,0.17,0,0,13.375
2026-09-09T15:00:00,3.58,-0.020000000000000018,0,0.17,0,0,13.405
2026-09-09T15:10:00,3.56,-0.020000000000000018,0,0.17,0,0,13.31
2026-09-09T15:20:00,3.55,-0.010000000000000231,0,0.17,0,0,13.285
2026-09-09T15:30:00,3.53,-0.020000000000000018,0.01,0.18000000000000002,0.15,0.3,13.285
2026-09-09T15:40:00,3.52,-0.009999999999999787,0,0.18000000000000002,0,0,13.295
2026-09-09T15:50:00,3.5,-0.020000000000000018,0,0.18000000000000002,0,0,13.355
2026-09-09T16:00:00,3.48,-0.020000000000000018,0,0.18000000000000002,0,0,13.345
2026-09-09T16:10:00,3.47,-0.009999999999999787,0,0.18000000000000002,0,0,13.305
2026-09-09T16:20:00,3.46,-0.010000000000000231,0,0.18000000000000002,0,0,13.265
2026-09-09T16:30:00,3.44,-0.020000000000000018,0,0.18000000000000002,0,0,13.265
2026-09-09T16:40:00,3.42,-0.020000000000000018,0,0.18000000000000002,0,0,13.26
2026-09-09T16:50:00,3.41,-0.009999999999999787,0,0.18000000000000002,0,0,13.26
2026-09-09T17:00:00,3.4,-0.010000000000000231,0,0.18000000000000002,0,0,13.255
2026-09-09T17:10:00,3.39,-0.009999999999999787,0,0.18000000000000002,0,0,13.24
2026-09-09T17:20:00,3.37,-0.020000000000000018,0.02,0.2,0.6,1.2,13.23
2026-09-09T17:30:00,3.36,-0.010000000000000231,0,0.2,0,0,13.23
2026-09-09T17:40:00,3.35,-0.009999999999999787,0,0.2,0,0,13.23
2026-09-09T17:50:00,3.34,-0.010000000000000231,0,0.2,0,0,13.23
2026-09-09T18:00:00,3.32,-0.020000000000000018,0,0.2,0,0,13.22
2026-09-09T18:10:00,3.31,-0.009999999999999787,0.11,0.31,0.8,2.8,13.205
2026-09-09T18:20:00,3.3,-0.010000000000000231,0.22,0.53,1.3,8.3,13.2
2026-09-09T18:30:00,3.29,-0.009999999999999787,0.07,0.6000000000000001,0.4,3.5,13.205
2026-09-09T18:40:00,3.28,-0.010000000000000231,0.1,0.7000000000000001,0.6,2.8,13.21
2026-09-09T18:50:00,3.27,-0.009999999999999787,0.08,0.78,0.5,2.8,13.21
2026-09-09T19:00:00,3.26,-0.010000000000000231,0.08,0.86,0.45,2.8,13.2
2026-09-09T19:10:00,3.25,-0.009999999999999787,0.19,1.05,1.15,5.5,13.19
2026-09-09T19:20:00,3.24,-0.009999999999999787,0.1,1.1500000000000001,0.7,2.8,13.195
2026-09-09T19:30:00,3.23,-0.010000000000000231,0.34,1.4900000000000002,2.1,5.5,13.195
2026-09-09T19:40:00,3.22,-0.009999999999999787,0.09,1.5800000000000003,0.55,8.3,13.205
2026-09-09T19:50:00,3.21,-0.010000000000000231,0,1.5800000000000003,0,0,13.2
2026-09-09T20:00:00,3.2,-0.009999999999999787,0,1.5800000000000003,0,0,13.2
2026-09-09T20:10:00,3.19,-0.010000000000000231,0,1.5800000000000003,0,0,13.19
2026-09-09T20:20:00,3.18,-0.009999999999999787,0.01,1.5900000000000003,0.2,0.4,13.185
2026-09-09T20:30:00,3.17,-0.010000000000000231,0,1.5900000000000003,0,0,13.19
2026-09-09T20:40:00,3.16,-0.009999999999999787,0.03,1.6200000000000003,0.45,0.8,13.2
2026-09-09T20:50:00,3.15,-0.010000000000000231,0.01,1.6300000000000003,0.4,0.8,13.2
2026-09-09T21:00:00,3.15,0,0,1.6300000000000003,0,0,13.205
2026-09-09T21:10:00,3.14,-0.009999999999999787,0.65,2.2800000000000002,4.45,13.8,13.19
2026-09-09T21:20:00,3.13,-0.010000000000000231,0.1,2.3800000000000003,0.6,2.8,13.19
2026-09-09T21:30:00,3.12,-0.009999999999999787,0.35,2.7300000000000004,2.4,8.3,13.19
