medido_em,rio_nivel,rio_variacao,chuva_mm,chuva_total,chuva_taxa_med,chuva_taxa_max,bateria_v
2026-09-08T21:10:00,1.07,0,0,0,0,0,13.235
2026-09-08T21:20:00,1.07,0,0,0,0,0,13.24
2026-09-08T21:30:00,1.06,-0.010000000000000009,0,0,0,0,13.24
2026-09-08T21:40:00,1.07,0.010000000000000009,0,0,0,0,13.24
2026-09-08T21:50:00,1.07,0,0,0,0,0,13.25
2026-09-08T22:00:00,1.07,0,0,0,0,0,13.245
2026-09-08T22:10:00,1.07,0,0,0,0,0,13.235
2026-09-08T22:20:00,1.06,-0.010000000000000009,0,0,0,0,13.24
2026-09-08T22:30:00,1.06,0,0,0,0,0,13.24
2026-09-08T22:40:00,1.06,0,0,0,0,0,13.24
2026-09-08T22:50:00,1.06,0,0,0,0,0,13.24
2026-09-08T23:00:00,1.06,0,0,0,0,0,13.24
2026-09-08T23:10:00,1.06,0,0,0,0,0,13.235
2026-09-08T23:20:00,1.06,0,0,0,0,0,13.23
2026-09-08T23:30:00,1.06,0,0,0,0,0,13.23
2026-09-08T23:40:00,1.06,0,0,0,0,0,13.24
2026-09-08T23:50:00,1.06,0,0,0,0,0,13.24
2026-09-09T00:00:00,1.06,0,0,0,0,0,13.24
2026-09-09T00:10:00,1.05,-0.010000000000000009,0,0,0,0,13.235
2026-09-09T00:20:00,1.05,0,0,0,0,0,13.23
2026-09-09T00:30:00,1.05,0,0,0,0,0,13.23
2026-09-09T00:40:00,1.05,0,0,0,0,0,13.235
2026-09-09T00:50:00,1.05,0,0,0,0,0,13.24
2026-09-09T01:00:00,1.05,0,0,0,0,0,13.24
2026-09-09T01:10:00,1.05,0,0,0,0,0,13.23
2026-09-09T01:20:00,1.05,0,0,0,0,0,13.23
2026-09-09T01:30:00,1.05,0,0,0,0,0,13.23
2026-09-09T01:40:00,1.05,0,0,0,0,0,13.23
2026-09-09T01:50:00,1.05,0,0,0,0,0,13.235
2026-09-09T02:00:00,1.04,-0.010000000000000009,0,0,0,0,13.24
2026-09-09T02:10:00,1.05,0.010000000000000009,0,0,0,0,13.235
2026-09-09T02:20:00,1.05,0,0,0,0,0,13.23
2026-09-09T02:30:00,1.05,0,0,0,0,0,13.23
2026-09-09T02:40:00,1.05,0,0,0,0,0,13.24
2026-09-09T02:50:00,1.05,0,0,0,0,0,13.24
2026-09-09T03:00:00,1.04,-0.010000000000000009,0,0,0,0,13.24
2026-09-09T03:10:00,1.05,0.010000000000000009,0,0,0,0,13.225
2026-09-09T03:20:00,1.05,0,0,0,0,0,13.23
2026-09-09T03:30:00,1.04,-0.010000000000000009,0,0,0,0,13.23
2026-09-09T03:40:00,1.05,0.010000000000000009,0,0,0,0,13.235
2026-09-09T03:50:00,1.04,-0.010000000000000009,0,0,0,0,13.235
2026-09-09T04:00:00,1.05,0.010000000000000009,0,0,0,0,13.24
2026-09-09T04:10:00,1.05,0,0,0,0,0,13.22
2026-09-09T04:20:00,1.05,0,0,0,0,0,13.22
2026-09-09T04:30:00,1.05,0,0,0,0,0,13.23
2026-09-09T04:40:00,1.05,0,0,0,0,0,13.24
2026-09-09T04:50:00,1.05,0,0,0,0,0,13.24
