medido_em,rio_nivel,rio_variacao,chuva_mm,chuva_total,chuva_taxa_med,chuva_taxa_max,bateria_v
2026-09-08T21:00:00,7.47,0,0,0,0,0,12.68
2026-09-08T21:10:00,7.47,0,0,0,0,0,12.655
2026-09-08T21:20:00,7.47,0,0,0,0,0,12.64
2026-09-08T21:30:00,7.46,-0.009999999999999787,0,0,0,0,12.665
2026-09-08T21:40:00,7.46,0,0,0,0,0,12.665
2026-09-08T21:50:00,7.46,0,0,0,0,0,12.655
2026-09-08T22:00:00,7.46,0,0,0,0,0,12.65
2026-09-08T22:10:00,7.45,-0.009999999999999787,0,0,0,0,12.625
2026-09-08T22:20:00,7.45,0,0,0,0,0,12.615
2026-09-08T22:30:00,7.44,-0.009999999999999787,0,0,0,0,12.635
2026-09-08T22:40:00,7.44,0,0,0,0,0,12.64
2026-09-08T22:50:00,7.44,0,0,0,0,0,12.64
2026-09-08T23:00:00,7.44,0,0,0,0,0,12.63
2026-09-08T23:10:00,7.44,0,0,0,0,0,12.605
2026-09-08T23:20:00,7.43,-0.010000000000000675,0,0,0,0,12.59
2026-09-08T23:30:00,7.44,0.010000000000000675,0,0,0,0,12.62
2026-09-08T23:40:00,7.43,-0.010000000000000675,0,0,0,0,12.615
2026-09-08T23:50:00,7.43,0,0,0,0,0,12.615
2026-09-09T00:00:00,7.43,0,0,0,0,0,12.615
2026-09-09T00:10:00,7.43,0,0,0,0,0,12.575
2026-09-09T00:20:00,7.42,-0.009999999999999787,0,0,0,0,12.565
2026-09-09T00:30:00,7.42,0,0,0,0,0,12.595
2026-09-09T00:40:00,7.43,0.009999999999999787,0,0,0,0,12.595
2026-09-09T00:50:00,7.43,0,0,0,0,0,12.59
2026-09-09T01:00:00,7.42,-0.009999999999999787,0,0,0,0,12.585
2026-09-09T01:10:00,7.42,0,0,0,0,0,12.555
2026-09-09T01:20:00,7.41,-0.009999999999999787,0,0,0,0,12.54
2026-09-09T01:30:00,7.42,0.009999999999999787,0,0,0,0,12.565
2026-09-09T01:40:00,7.42,0,0,0,0,0,12.57
2026-09-09T01:50:00,7.41,-0.009999999999999787,0,0,0,0,12.57
2026-09-09T02:00:00,7.41,0,0,0,0,0,12.565
2026-09-09T02:10:00,7.4,-0.009999999999999787,0,0,0,0,12.535
2026-09-09T02:20:00,7.39,-0.010000000000000675,0,0,0,0,12.52
2026-09-09T02:30:00,7.39,0,0,0,0,0,12.545
2026-09-09T02:40:00,7.38,-0.009999999999999787,0,0,0,0,12.55
2026-09-09T02:50:00,7.36,-0.019999999999999574,0,0,0,0,12.545
2026-09-09T03:00:00,7.34,-0.020000000000000462,0,0,0,0,12.545
2026-09-09T03:10:00,7.33,-0.009999999999999787,0,0,0,0,12.515
2026-09-09T03:20:00,7.32,-0.009999999999999787,0,0,0,0,12.5
2026-09-09T03:30:00,7.31,-0.010000000000000675,0,0,0,0,12.525
2026-09-09T03:40:00,7.3,-0.009999999999999787,0,0,0,0,12.53
2026-09-09T03:50:00,7.31,0.009999999999999787,0,0,0,0,12.52
2026-09-09T04:00:00,7.3,-0.009999999999999787,0,0,0,0,12.52
2026-09-09T04:10:00,7.3,0,0,0,0,0,12.5
2026-09-09T04:20:00,7.31,0.009999999999999787,0,0,0,0,12.49
2026-09-09T04:30:00,7.31,0,0,0,0,0,12.505
2026-09-09T04:40:00,7.32,0.010000000000000675,0,0,0,0,12.505
2026-09-09T04:50:00,7.33,0.009999999999999787,0,0,0,0,12.5
2026-09-09T05:00:00,7.34,0.009999999999999787,0,0,0,0,12.495
2026-09-09T05:10:00,7.34,0,0,0,0,0,12.48
2026-09-09T05:20:00,7.35,0.009999999999999787,0,0,0,0,12.49
2026-09-09T05:30:00,7.35,0,0,0,0,0,12.49
2026-09-09T05:40:00,7.36,0.010000000000000675,0,0,0,0,12.48
2026-09-09T05:50:00,7.36,0,0,0,0,0,12.48
2026-09-09T06:00:00,7.36,0,0,0,0,0,12.485
2026-09-09T06:10:00,7.36,0,0,0,0,0,12.47
2026-09-09T06:20:00,7.35,-0.010000000000000675,0,0,0,0,12.47
2026-09-09T06:30:00,7.36,0.010000000000000675,0,0,0,0,12.47
2026-09-09T06:40:00,7.35,-0.010000000000000675,0,0,0,0,12.475
2026-09-09T06:50:00,7.35,0,0,0,0,0,12.47
2026-09-09T07:00:00,7.35,0,0,0,0,0,12.47
2026-09-09T07:10:00,7.35,0,0,0,0,0,12.47
2026-09-09T07:20:00,7.35,0,0,0,0,0,12.47
2026-09-09T07:30:00,7.35,0,0,0,0,0,12.475
2026-09-09T07:40:00,7.35,0,0,0,0,0,12.475
2026-09-09T07:50:00,7.35,0,0,0,0,0,12.47
2026-09-09T08:00:00,7.36,0.010000000000000675,0,0,0,0,12.47
2026-09-09T08:10:00,7.36,0,0,0,0,0,12.47
2026-09-09T08:20:00,7.37,0.009999999999999787,0,0,0,0,12.475
2026-09-09T08:30:00,7.38,0.009999999999999787,0,0,0,0,12.47
2026-09-09T08:40:00,7.38,0,0,0,0,0,12.47
2026-09-09T08:50:00,7.38,0,0,0,0,0,12.47
2026-09-09T09:00:00,7.37,-0.009999999999999787,0,0,0,0,12.47
2026-09-09T09:10:00,7.38,0.009999999999999787,0,0,0,0,12.485
2026-09-09T09:20:00,7.37,-0.009999999999999787,0,0,0,0,12.48
2026-09-09T09:30:00,7.37,0,0,0,0,0,12.48
