protocolo,data_evento,data_registro,ano,municipio,cod_ibge,bacia,cobrade,tipo,status,mortos,feridos,desabrigados,desalojados,desaparecidos,danos_humanos_total,outros_afetados,casas_danificadas,casas_destruidas,danos_materiais_rs,prejuizos_rs
SC-F-4214805-12100-20190531,2019-05-31,2019-06-05,2019,Rio do Sul,4214805,acu,12100,Inundação,Registro,0,0,158,0,0,158,0,48,0,78321.4,18647.95
SC-F-4202909-13214-20200110,2020-01-13,2020-01-13,2020,Brusque,4202909,mirim,13214,Chuvas intensas,Reconhecido,0,1,8,124,0,133,1960,90,1,715320.31,1240870.79
SC-F-4215109-12200-20200202,2020-02-03,2020-02-03,2020,Rodeio,4215109,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,0,0,0,0.0,69440.64
SC-F-4211306-12200-20200206,2020-02-07,2020-02-07,2020,Navegantes,4211306,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4215109-13214-20200207,2020-02-08,2020-02-08,2020,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4205902-13214-20200207,2020-02-10,2020-02-10,2020,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,0,0,40,0,40,1881,14,0,681780.78,0.0
SC-F-4201703-12100-20200209,2020-02-11,2020-02-11,2020,Ascurra,4201703,acu,12100,Inundação,Registro,0,0,0,0,0,0,0,3,0,0.0,1578.2
SC-F-4207106-13214-20200206,2020-02-14,2020-02-14,2020,Ilhota,4207106,acu,13214,Chuvas intensas,Reconhecido,0,0,0,10,0,10,480,120,0,486102.25,575032.09
SC-F-4202909-13214-20200206,2020-02-27,2020-02-27,2020,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,4,88,0,92,2000,30,0,0.0,0.0
SC-F-4202909-13214-20200209,2020-03-18,2020-03-18,2020,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4215109-13214-20200610,2020-06-22,2020-06-22,2020,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,5050.23
SC-F-4201703-13214-20201126,2020-11-28,2020-11-28,2020,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,4,0,4,225,8,0,0.0,0.0
SC-F-4215109-13214-20201127,2020-11-28,2020-11-28,2020,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202909-13214-20201215,2020-12-15,2020-12-15,2020,Brusque,4202909,mirim,13214,Chuvas intensas,Reconhecido,0,0,0,18,0,18,228,82,0,1631411.62,176672.58
SC-F-4201703-13214-20201215,2020-12-16,2020-12-16,2020,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,120,0,0,0.0,44189.5
SC-F-4201257-12200-20201216,2020-12-17,2020-12-17,2020,Apiúna,4201257,acu,12200,Enxurrada,Registro,0,0,0,64,0,64,3000,35,0,612340.15,176757.98
SC-F-4214805-12200-20201216,2020-12-17,2020-12-17,2020,Rio do Sul,4214805,acu,12200,Enxurrada,Reconhecido,2,1,52,76,0,131,0,33,2,15312291.34,38266409.2
SC-F-4201703-12200-20201217,2020-12-19,2020-12-19,2020,Ascurra,4201703,acu,12200,Enxurrada,Registro,0,0,0,15,0,15,7412,1,0,227260.26,183070.77
SC-F-4219200-13214-20201216,2020-12-19,2020-12-19,2020,Vidal Ramos,4219200,mirim,13214,Chuvas intensas,Reconhecido,0,0,0,20,0,20,500,20,0,378767.1,1079486.24
SC-F-4209904-12200-20201216,2020-12-20,2020-12-20,2020,Lontras,4209904,acu,12200,Enxurrada,Reconhecido,0,0,0,6,0,6,80,27,0,39770.55,189383.55
SC-F-4215109-13214-20210120,2021-01-21,2021-01-21,2021,Rodeio,4215109,acu,13214,Chuvas intensas,Reconhecido,0,0,5,29,0,34,128,0,3,502287.8,148520.2
SC-F-4202206-12200-20210121,2021-01-22,2021-01-22,2021,Benedito Novo,4202206,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202909-13214-20210120,2021-01-22,2021-01-22,2021,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,3,0,3,0,0,2,0.0,0.0
SC-F-4201703-12200-20210124,2021-01-25,2021-01-25,2021,Ascurra,4201703,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,7978,0,0,26808.7,0.0
SC-F-4201703-13214-20210124,2021-01-25,2021-01-25,2021,Ascurra,4201703,acu,13214,Chuvas intensas,Reconhecido,0,0,0,122,0,122,7561,0,120,536174.0,123320.02
SC-F-4205902-13214-20210120,2021-01-25,2021-01-25,2021,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,386045.28,0.0
SC-F-4206306-13214-20210124,2021-01-25,2021-01-25,2021,Guabiruba,4206306,mirim,13214,Chuvas intensas,Reconhecido,0,0,51,58,0,109,1922,2,131,1207463.85,491394.89
SC-F-4218202-13214-20210121,2021-01-28,2021-01-28,2021,Timbó,4218202,acu,13214,Chuvas intensas,Registro,0,0,16,200,0,216,44022,0,0,0.0,39773.39
SC-F-4202404-13214-20210127,2021-01-29,2021-01-29,2021,Blumenau,4202404,acu,13214,Chuvas intensas,Reconhecido,0,0,0,50,0,50,17000,0,70,5048395.25,173067.31
SC-F-4208500-13214-20210124,2021-02-12,2021-02-12,2021,Ituporanga,4208500,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,21446.96,0.0
SC-F-4202909-13214-20210305,2021-03-08,2021-03-08,2021,Brusque,4202909,mirim,13214,Chuvas intensas,Reconhecido,0,0,0,4,0,4,16191,0,70,5632036.43,239714.38
SC-F-4202909-13214-20210609,2021-06-09,2021-06-09,2021,Brusque,4202909,mirim,13214,Chuvas intensas,Reconhecido,0,0,0,184,0,184,3926,0,104,3476157.86,227899.25
SC-F-4208203-13214-20210609,2021-06-11,2021-06-11,2021,Itajaí,4208203,ambos,13214,Chuvas intensas,Registro,0,0,0,0,0,0,7500,0,89,2859011.59,101069.91
SC-F-4214805-12200-20210917,2021-09-22,2021-09-22,2021,Rio do Sul,4214805,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,0,0,0,332427.88,0.0
SC-F-4206306-13214-20211012,2021-10-12,2021-10-12,2021,Guabiruba,4206306,mirim,13214,Chuvas intensas,Registro,0,0,0,30,0,30,0,0,14,0.0,0.0
SC-F-4202701-13214-20211012,2021-10-13,2021-10-13,2021,Botuverá,4202701,mirim,13214,Chuvas intensas,Reconhecido,0,0,5,0,0,5,2000,0,7,262495.78,21531.14
SC-F-4217808-12300-20211018,2021-12-02,2021-12-02,2021,Taió,4217808,acu,12300,Alagamento,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4215109-13214-20211227,2021-12-28,2021-12-28,2021,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,91149.58,0.0
SC-F-4202909-13214-20220105,2022-01-05,2022-01-05,2022,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202206-13214-20220116,2022-01-16,2022-01-20,2022,Benedito Novo,4202206,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,90,0,0,0.0,0.0
SC-F-4217808-13214-20220127,2022-01-27,2022-01-28,2022,Taió,4217808,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,50,0,0,0.0,510502.74
SC-F-4202909-13214-20220221,2022-02-21,2022-02-21,2022,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,4000,5,0,0.0,0.0
SC-F-4201703-13214-20220222,2022-02-22,2022-02-23,2022,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4205902-13214-20220222,2022-02-22,2022-02-23,2022,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,0,11,0,0,11,203,58,0,470567.51,0.0
SC-F-4217808-12300-20220301,2022-03-01,2022-03-04,2022,Taió,4217808,acu,12300,Alagamento,Registro,0,0,0,0,0,0,0,0,0,51050.27,0.0
SC-F-4205902-13214-20220306,2022-03-06,2022-03-07,2022,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,0,17,13,0,30,221,71,0,584477.46,645785.97
SC-F-4202206-13214-20220307,2022-03-07,2022-03-07,2022,Benedito Novo,4202206,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,352,0,0,0.0,0.0
SC-F-4207502-12200-20220307,2022-03-07,2022-03-16,2022,Indaial,4207502,acu,12200,Enxurrada,Registro,0,0,0,1,0,1,0,3,0,0.0,0.0
SC-F-4214805-12300-20220308,2022-03-08,2022-03-10,2022,Rio do Sul,4214805,acu,12300,Alagamento,Registro,0,0,20,0,0,20,0,4,0,0.0,0.0
SC-F-4202909-13214-20220311,2022-03-11,2022-03-11,2022,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,6,0,6,3500,4,0,216453.16,0.0
SC-F-4208500-12100-20220502,2022-05-02,2022-05-06,2022,Ituporanga,4208500,acu,12100,Inundação,Registro,0,0,0,4,0,4,0,0,0,0.0,0.0
SC-F-4201703-13214-20220503,2022-05-03,2022-05-05,2022,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,3,0,3,0,2,0,234831.26,15315.08
SC-F-4202909-13214-20220503,2022-05-03,2022-05-03,2022,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,29,8,0,0.0,0.0
SC-F-4205902-13214-20220503,2022-05-03,2022-05-06,2022,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,0,0,185,0,185,0,0,0,0.0,0.0
SC-F-4209904-12100-20220503,2022-05-03,2022-05-09,2022,Lontras,4209904,acu,12100,Inundação,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4213203-13214-20220503,2022-05-03,2022-05-11,2022,Pomerode,4213203,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,1,0,102100.55,30630.16
SC-F-4214805-12100-20220503,2022-05-03,2022-05-04,2022,Rio do Sul,4214805,acu,12100,Inundação,Reconhecido,0,0,447,2300,0,2747,4637,2392,0,8674878.1,61672318.77
SC-F-4217808-12100-20220503,2022-05-03,2022-05-05,2022,Taió,4217808,acu,12100,Inundação,Reconhecido,0,0,67,169,0,236,0,60,0,4340804.84,340301.13
SC-F-4201257-12300-20220504,2022-05-04,2022-05-06,2022,Apiúna,4201257,acu,12300,Alagamento,Registro,0,0,0,26,0,26,295,9,0,224621.21,0.0
SC-F-4202206-12100-20220504,2022-05-04,2022-05-05,2022,Benedito Novo,4202206,acu,12100,Inundação,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202701-13214-20220504,2022-05-04,2022-05-05,2022,Botuverá,4202701,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,180,0,0,0.0,0.0
SC-F-4207502-12100-20220504,2022-05-04,2022-05-11,2022,Indaial,4207502,acu,12100,Inundação,Registro,0,0,0,3,0,3,0,2,0,0.0,0.0
SC-F-4207502-13214-20220504,2022-05-04,2022-05-11,2022,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,0,3,0,3,0,2,0,0.0,0.0
SC-F-4208203-13214-20220504,2022-05-04,2022-05-05,2022,Itajaí,4208203,ambos,13214,Chuvas intensas,Registro,0,0,0,0,0,0,856,0,0,0.0,0.0
SC-F-4215109-13214-20220504,2022-05-04,2022-05-04,2022,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,86785.47,25525.14
SC-F-4202909-13214-20220602,2022-06-02,2022-06-06,2022,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,5600,4,0,0.0,0.0
SC-F-4201703-13214-20220608,2022-06-08,2022-06-10,2022,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,918,0,0,153150.82,117415.63
SC-F-4208500-13214-20220622,2022-06-22,2022-06-23,2022,Ituporanga,4208500,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4214805-13214-20220622,2022-06-22,2022-06-24,2022,Rio do Sul,4214805,acu,13214,Chuvas intensas,Registro,0,0,84,0,0,84,0,0,0,0.0,0.0
SC-F-4213203-13214-20220808,2022-08-08,2022-08-18,2022,Pomerode,4213203,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,112310.6,25525.14
SC-F-4208203-13214-20220809,2022-08-09,2022-08-10,2022,Itajaí,4208203,ambos,13214,Chuvas intensas,Registro,0,0,0,0,0,0,146700,0,0,541132.91,306301.65
SC-F-4202206-13214-20220810,2022-08-10,2022-08-11,2022,Benedito Novo,4202206,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202909-13214-20220810,2022-08-10,2022-08-11,2022,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4205902-13214-20220810,2022-08-10,2022-08-10,2022,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,1,0,81680.44,0.0
SC-F-4215109-13214-20220810,2022-08-10,2022-08-10,2022,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4201257-13214-20220831,2022-08-31,2022-08-31,2022,Apiúna,4201257,acu,13214,Chuvas intensas,Registro,0,12,19,22,0,53,32,5,0,39308.71,78106.92
SC-F-4214805-12100-20221010,2022-10-10,2022-10-12,2022,Rio do Sul,4214805,acu,12100,Inundação,Registro,0,0,84,0,0,84,0,0,0,0.0,0.0
SC-F-4202909-13214-20221016,2022-10-16,2022-10-16,2022,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,10000,16,0,0.0,0.0
SC-F-4205902-13214-20221016,2022-10-16,2022-10-17,2022,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202404-13214-20221126,2022-11-26,2022-12-01,2022,Blumenau,4202404,acu,13214,Chuvas intensas,Reconhecido,0,0,5,11,0,16,54569,6,0,1653763.43,1500612.61
SC-F-4205902-13214-20221126,2022-11-26,2022-11-28,2022,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,1,0,18,0,19,18205,1,0,6423643.58,174591.94
SC-F-4208203-13214-20221126,2022-11-26,2022-11-28,2022,Itajaí,4208203,ambos,13214,Chuvas intensas,Registro,0,0,0,0,0,0,4580,50,0,112310.6,459.45
SC-F-4202206-13214-20221127,2022-11-27,2022-12-04,2022,Benedito Novo,4202206,acu,13214,Chuvas intensas,Reconhecido,0,0,12,166,0,178,4500,243,7,8563683.54,17799188.69
SC-F-4205902-13214-20221127,2022-11-27,2022-12-05,2022,Gaspar,4205902,acu,13214,Chuvas intensas,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4213203-13214-20221127,2022-11-27,2022-12-06,2022,Pomerode,4213203,acu,13214,Chuvas intensas,Registro,0,0,0,10,0,10,0,0,0,1531508.23,0.0
SC-F-4215109-12100-20221127,2022-11-27,2022-11-27,2022,Rodeio,4215109,acu,12100,Inundação,Reconhecido,0,0,0,250,0,250,1000,0,0,285881.54,178675.96
SC-F-4218202-13214-20221127,2022-11-27,2022-11-28,2022,Timbó,4218202,acu,13214,Chuvas intensas,Registro,0,0,12,50,0,62,5000,0,0,0.0,6126.03
SC-F-4202909-13214-20221128,2022-11-28,2022-12-01,2022,Brusque,4202909,mirim,13214,Chuvas intensas,Reconhecido,2,6,30,226,0,264,11475,342,3,5107890.34,14003313.06
SC-F-4202701-13214-20221130,2022-11-30,2022-12-02,2022,Botuverá,4202701,mirim,13214,Chuvas intensas,Reconhecido,0,0,2,0,0,2,320,10,1,4768095.63,139081.37
SC-F-4207502-13214-20221130,2022-11-30,2022-12-08,2022,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,0,6,0,6,0,0,0,0.0,0.0
SC-F-4201703-13214-20221201,2022-12-01,2022-12-05,2022,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,7935,0,0,0.0,66365.36
SC-F-4215109-13214-20221204,2022-12-04,2022-12-05,2022,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,35735.19,38798.21
SC-F-4205902-13214-20221220,2022-12-20,2022-12-20,2022,Gaspar,4205902,acu,13214,Chuvas intensas,Reconhecido,0,0,15,1799,0,1814,13201,529,0,7680517.16,14334.92
SC-F-4207106-13214-20221220,2022-12-20,2022-12-22,2022,Ilhota,4207106,acu,13214,Chuvas intensas,Registro,0,0,0,12,0,12,0,2,0,500918.0,0.0
SC-F-4208203-13214-20221220,2022-12-20,2022-12-26,2022,Itajaí,4208203,ambos,13214,Chuvas intensas,Reconhecido,0,0,152,1458,0,1610,25452,409,0,5163391.26,5287265.39
SC-F-4211306-13214-20221220,2022-12-20,2022-12-20,2022,Navegantes,4211306,acu,13214,Chuvas intensas,Reconhecido,0,0,0,400,0,400,2628,129,0,2160179.09,4796180.39
SC-F-4202206-13214-20230103,2023-01-03,2023-01-09,2023,Benedito Novo,4202206,acu,13214,Chuvas intensas,Reconhecido,0,0,0,27,0,27,46,0,0,1039812.48,49411.81
SC-F-4202909-13214-20230103,2023-01-03,2023-01-03,2023,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,88,0,0,0.0,0.0
SC-F-4208500-12200-20230112,2023-01-12,2023-01-13,2023,Ituporanga,4208500,acu,12200,Enxurrada,Reconhecido,0,0,0,26,0,26,200,0,0,1499247.32,1387783.03
SC-F-4201703-13214-20230117,2023-01-17,2023-01-18,2023,Ascurra,4201703,acu,13214,Chuvas intensas,Reconhecido,0,0,0,1428,0,1428,6550,0,1,7923838.82,822474.41
SC-F-4207502-13214-20230117,2023-01-17,2023-01-20,2023,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,0,9,0,9,0,0,0,0.0,0.0
SC-F-4215109-13214-20230117,2023-01-17,2023-01-18,2023,Rodeio,4215109,acu,13214,Chuvas intensas,Reconhecido,5,130,15,2804,0,2954,5904,0,0,7787438.99,31760418.79
SC-F-4217808-12200-20230117,2023-01-17,2023-01-20,2023,Taió,4217808,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4218202-13214-20230117,2023-01-17,2023-01-17,2023,Timbó,4218202,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202909-13214-20230129,2023-01-29,2023-01-29,2023,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,10044,0,0,0.0,0.0
SC-F-4214805-12300-20230202,2023-02-02,2023-02-07,2023,Rio do Sul,4214805,acu,12300,Alagamento,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202909-13214-20230209,2023-02-09,2023-02-09,2023,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,606,0,0,0.0,0.0
SC-F-4214805-12300-20230210,2023-02-10,2023-02-16,2023,Rio do Sul,4214805,acu,12300,Alagamento,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4207502-13214-20230303,2023-03-03,2023-03-07,2023,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4214805-12300-20230308,2023-03-08,2023-03-15,2023,Rio do Sul,4214805,acu,12300,Alagamento,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4208203-12300-20230313,2023-03-13,2023-09-01,2023,Itajaí,4208203,ambos,12300,Alagamento,Registro,0,0,130,75,0,205,0,0,0,0.0,0.0
SC-F-4201703-13214-20230329,2023-03-29,2023-03-30,2023,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,7978,0,0,0.0,2111.62
SC-F-4201703-13214-20230417,2023-04-17,2023-04-18,2023,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4201703-13214-20230711,2023-07-11,2023-07-12,2023,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,9,0,9,7410,0,0,0.0,0.0
SC-F-4214805-12100-20230713,2023-07-13,2023-07-13,2023,Rio do Sul,4214805,acu,12100,Inundação,Registro,0,0,9,0,0,9,0,0,0,0.0,0.0
SC-F-4207502-13214-20230927,2023-09-27,2023-09-29,2023,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4205902-13214-20231003,2023-10-03,2023-10-06,2023,Gaspar,4205902,acu,13214,Chuvas intensas,Reconhecido,0,0,74,126,0,200,72370,0,0,1712042.49,1193612.03
SC-F-4201703-13214-20231004,2023-10-04,2023-10-04,2023,Ascurra,4201703,acu,13214,Chuvas intensas,Reconhecido,0,0,54,630,0,684,6735,0,0,781297.9,438160.31
SC-F-4202206-13214-20231004,2023-10-04,2023-10-04,2023,Benedito Novo,4202206,acu,13214,Chuvas intensas,Registro,0,0,0,3,0,3,235,0,0,193652.29,120362.11
SC-F-4202404-13214-20231004,2023-10-04,2023-10-07,2023,Blumenau,4202404,acu,13214,Chuvas intensas,Reconhecido,0,0,239,14929,0,15168,150000,0,0,3277275.05,2707138.75
SC-F-4202701-13214-20231004,2023-10-04,2023-10-04,2023,Botuverá,4202701,mirim,13214,Chuvas intensas,Reconhecido,0,0,5,16,0,21,1000,0,0,2122174.02,524436.71
SC-F-4202909-13214-20231004,2023-10-04,2023-10-07,2023,Brusque,4202909,mirim,13214,Chuvas intensas,Reconhecido,0,0,4,11,0,15,33969,0,0,1700601.68,67846.81
SC-F-4207502-13214-20231004,2023-10-04,2023-10-06,2023,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,61,143,0,204,0,0,0,0.0,0.0
SC-F-4208203-13214-20231004,2023-10-04,2023-10-10,2023,Itajaí,4208203,ambos,13214,Chuvas intensas,Reconhecido,0,0,565,35,0,600,54243,0,0,149734686.44,0.0
SC-F-4209904-13214-20231004,2023-10-04,2023-10-08,2023,Lontras,4209904,acu,13214,Chuvas intensas,Reconhecido,0,0,252,1018,0,1270,615,0,2,2996383.02,23673531.68
SC-F-4215109-13214-20231004,2023-10-04,2023-10-09,2023,Rodeio,4215109,acu,13214,Chuvas intensas,Reconhecido,0,0,56,76,0,132,132,0,0,858006.3,285068.15
SC-F-4217808-13214-20231004,2023-10-04,2023-10-17,2023,Taió,4217808,acu,13214,Chuvas intensas,Reconhecido,0,0,296,3316,0,3612,10000,0,0,68634422.94,77001641.01
SC-F-4218202-13214-20231004,2023-10-04,2023-10-05,2023,Timbó,4218202,acu,13214,Chuvas intensas,Registro,0,1,12,30,0,43,200,0,1,0.0,100301.76
SC-F-4201257-13214-20231005,2023-10-05,2023-10-11,2023,Apiúna,4201257,acu,13214,Chuvas intensas,Registro,0,0,2,55,0,57,0,0,0,3067122.16,3130470.63
SC-F-4207106-13214-20231007,2023-10-07,2023-10-16,2023,Ilhota,4207106,acu,13214,Chuvas intensas,Reconhecido,0,1,200,334,0,535,0,0,0,46987.99,2005067.3
SC-F-4219200-13214-20231008,2023-10-08,2023-10-09,2023,Vidal Ramos,4219200,mirim,13214,Chuvas intensas,Registro,0,0,0,5,0,5,300,0,0,52790.4,37000241.07
SC-F-4211306-12300-20231009,2023-10-09,2023-11-01,2023,Navegantes,4211306,acu,12300,Alagamento,Registro,0,0,65,200,0,265,0,0,0,0.0,0.0
SC-F-4207502-13214-20231012,2023-10-12,2023-11-06,2023,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202909-13214-20231028,2023-10-28,2023-10-30,2023,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,4200,0,0,0.0,0.0
SC-F-4201703-13214-20231029,2023-10-29,2023-10-30,2023,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,7419,0,0,21116.16,0.0
SC-F-4215109-13214-20231102,2023-11-02,2023-11-03,2023,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4201703-13214-20231103,2023-11-03,2023-11-03,2023,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202206-13214-20231103,2023-11-03,2023-11-05,2023,Benedito Novo,4202206,acu,13214,Chuvas intensas,Reconhecido,0,0,0,48,0,48,2054,0,0,666987.68,3084053.09
SC-F-4207502-13214-20231103,2023-11-03,2023-11-06,2023,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4218202-13214-20231103,2023-11-03,2023-11-06,2023,Timbó,4218202,acu,13214,Chuvas intensas,Registro,0,0,50,0,0,50,15000,0,1,0.0,0.0
SC-F-4201703-13214-20231116,2023-11-16,2023-11-16,2023,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,48,0,48,7371,0,0,0.0,0.0
SC-F-4202701-13214-20231116,2023-11-16,2023-11-18,2023,Botuverá,4202701,mirim,13214,Chuvas intensas,Reconhecido,0,0,6,44,0,50,250,0,1,12531384.81,246087.72
SC-F-4202909-13214-20231116,2023-11-16,2023-11-18,2023,Brusque,4202909,mirim,13214,Chuvas intensas,Reconhecido,0,0,38,479,0,517,112583,0,0,14240483.37,27977033.27
SC-F-4207502-13214-20231116,2023-11-16,2023-11-21,2023,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,0,25,0,25,0,0,0,0.0,0.0
SC-F-4208500-13214-20231116,2023-11-16,2023-11-19,2023,Ituporanga,4208500,acu,13214,Chuvas intensas,Reconhecido,0,0,63,2082,0,2145,0,0,0,4539974.28,77691682.33
SC-F-4209904-13214-20231116,2023-11-16,2023-11-18,2023,Lontras,4209904,acu,13214,Chuvas intensas,Reconhecido,0,0,339,2060,0,2399,1800,0,0,6319538.61,31232175.21
SC-F-4214805-13214-20231116,2023-11-16,2023-11-16,2023,Rio do Sul,4214805,acu,13214,Chuvas intensas,Reconhecido,0,54,1838,18969,0,20861,0,0,23,23913412.39,442616336.32
SC-F-4208203-12100-20231117,2023-11-17,2023-11-21,2023,Itajaí,4208203,ambos,12100,Inundação,Reconhecido,0,0,88,99,0,187,22396,0,0,70937625.95,10929980.64
SC-F-4215109-13214-20231117,2023-11-17,2023-11-17,2023,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,3,0,0,3,0,0,0,0.0,0.0
SC-F-4219200-13214-20231117,2023-11-17,2023-11-21,2023,Vidal Ramos,4219200,mirim,13214,Chuvas intensas,Reconhecido,0,0,31,0,0,31,2500,0,0,0.0,24909852.72
SC-F-4202909-13214-20231128,2023-11-28,2023-11-28,2023,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,54,0,54,12227,0,0,0.0,0.0
SC-F-4208500-12200-20231202,2023-12-02,2023-12-11,2023,Ituporanga,4208500,acu,12200,Enxurrada,Registro,0,0,0,24,0,24,0,0,0,0.0,0.0
SC-F-4202909-13214-20240218,2024-02-18,2024-02-18,2024,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,6200,5,0,0.0,0.0
