protocolo,data_evento,data_registro,ano,municipio,cod_ibge,bacia,cobrade,tipo,status,mortos,feridos,desabrigados,desalojados,desaparecidos,danos_humanos_total,outros_afetados,casas_danificadas,casas_destruidas,danos_materiais_rs,prejuizos_rs
SC-C-4208203-12200-20100426,2010-04-26,2010-04-26,2010,Itajaí,4208203,ambos,12200,Enxurrada,Registro,0,0,7,450,0,457,0,0,0,0.0,0.0
SC-A-4211306-12200-20100426,2010-04-26,2010-04-26,2010,Navegantes,4211306,acu,12200,Enxurrada,Reconhecido,0,0,0,135,0,142,445,330,0,1522793.52,505404.24
SC-J-4214805-12200-20100427,2010-04-27,2010-04-27,2010,Rio do Sul,4214805,acu,12200,Enxurrada,Registro,0,0,147,453,0,600,616,0,0,0.0,0.0
SC-P-4202909-12200-20100428,2010-04-28,2010-04-28,2010,Brusque,4202909,mirim,12200,Enxurrada,Reconhecido,0,0,0,48,0,48,2000,0,0,0.0,0.0
SC-A-4205902-12200-20100515,2010-05-15,2010-05-15,2010,Gaspar,4205902,acu,12200,Enxurrada,Reconhecido,0,0,15,426,0,441,19074,115,10,35251946.09,3282100.43
SC-A-4205902-12200-20110121,2011-01-21,2011-01-21,2011,Gaspar,4205902,acu,12200,Enxurrada,Reconhecido,0,0,0,0,0,0,0,600,0,29708329.18,23897279.71
SC-P-4207106-12200-20110122,2011-01-22,2011-01-22,2011,Ilhota,4207106,acu,12200,Enxurrada,Reconhecido,0,4,0,309,0,313,3240,0,0,0.0,0.0
SC-A-4217808-12200-20110122,2011-01-22,2011-01-22,2011,Taió,4217808,acu,12200,Enxurrada,Reconhecido,0,0,8,50,0,68,2122,50,0,9652073.19,12171640.33
SC-A-4202404-12200-20110128,2011-01-28,2011-01-28,2011,Blumenau,4202404,acu,12200,Enxurrada,Reconhecido,1,1,68,260,0,330,9300,0,0,8628452.03,179954.76
SC-A-4207502-12200-20110129,2011-01-29,2011-01-29,2011,Indaial,4207502,acu,12200,Enxurrada,Reconhecido,0,0,0,0,0,0,0,30,0,7959826.59,451265.73
SC-A-4201257-12200-20110130,2011-01-30,2011-01-30,2011,Apiúna,4201257,acu,12200,Enxurrada,Reconhecido,0,0,0,2,0,2,0,1,0,887489.33,376054.8
SC-A-4202206-12200-20110201,2011-02-01,2011-02-01,2011,Benedito Novo,4202206,acu,12200,Enxurrada,Reconhecido,0,0,0,23,0,23,3015,6,0,2080836.56,0.0
SC-A-4213203-12200-20110210,2011-02-10,2011-02-10,2011,Pomerode,4213203,acu,12200,Enxurrada,Reconhecido,0,0,7,213,0,220,7847,85,0,7175125.58,981115.92
SC-A-4215109-12200-20110211,2011-02-11,2011-02-11,2011,Rodeio,4215109,acu,12200,Enxurrada,Reconhecido,0,0,0,0,0,0,0,5,0,255717.26,320900.1
SC-A-4201703-12200-20110214,2011-02-14,2011-02-14,2011,Ascurra,4201703,acu,12200,Enxurrada,Reconhecido,0,0,0,18,0,18,160,5,2,3008438.4,887489.33
SC-A-4218202-12200-20110214,2011-02-14,2011-02-14,2011,Timbó,4218202,acu,12200,Enxurrada,Reconhecido,0,0,0,10,0,20,150,2,0,1185826.14,3647982.26
SC-A-4202404-12200-20110310,2011-03-10,2011-03-10,2011,Blumenau,4202404,acu,12200,Enxurrada,Reconhecido,1,2,0,1720,0,1723,12736,0,0,11065287.16,195297.79
SC-P-4213203-12200-20110311,2011-03-11,2011-03-11,2011,Pomerode,4213203,acu,12200,Enxurrada,Reconhecido,0,0,0,730,0,730,16340,0,0,0.0,0.0
SC-P-4202909-12200-20110312,2011-03-12,2011-03-12,2011,Brusque,4202909,mirim,12200,Enxurrada,Reconhecido,0,0,80,100,0,180,97000,0,0,0.0,0.0
SC-P-4206306-12200-20110312,2011-03-12,2011-03-12,2011,Guabiruba,4206306,mirim,12200,Enxurrada,Reconhecido,0,0,10,90,0,100,18500,0,0,0.0,0.0
SC-P-4202701-12200-20110318,2011-03-18,2011-03-18,2011,Botuverá,4202701,mirim,12200,Enxurrada,Reconhecido,0,0,0,20,0,20,140,0,0,0.0,0.0
SC-A-4209904-12200-20110324,2011-03-24,2011-03-24,2011,Lontras,4209904,acu,12200,Enxurrada,Reconhecido,0,0,0,0,0,0,0,0,0,1529289.52,1830133.36
SC-A-4208500-12100-20110806,2011-08-06,2011-08-06,2011,Ituporanga,4208500,acu,12100,Inundação,Reconhecido,2,20,328,1521,0,1873,12030,516,23,15636107.87,25406297.37
SC-A-4209904-12100-20110809,2011-08-09,2011-08-09,2011,Lontras,4209904,acu,12100,Inundação,Reconhecido,0,0,0,32,0,32,27,12,0,366026.67,280787.58
SC-A-4214805-12200-20110809,2011-08-09,2011-08-09,2011,Rio do Sul,4214805,acu,12200,Enxurrada,Reconhecido,0,0,0,0,0,0,0,28,0,16656720.6,250703.2
SC-A-4207106-12200-20110830,2011-08-30,2011-08-30,2011,Ilhota,4207106,acu,12200,Enxurrada,Registro,0,1,0,408,0,409,112,2,0,0.0,3214221.85
SC-A-4201257-12200-20110908,2011-09-08,2011-09-08,2011,Apiúna,4201257,acu,12200,Enxurrada,Registro,0,0,11,160,0,171,250,0,0,0.0,0.0
SC-A-4201703-12200-20110908,2011-09-08,2011-09-08,2011,Ascurra,4201703,acu,12200,Enxurrada,Registro,0,2,112,730,0,844,168,0,0,0.0,0.0
SC-A-4202206-12100-20110908,2011-09-08,2011-09-08,2011,Benedito Novo,4202206,acu,12100,Inundação,Registro,0,9,12,932,0,960,10336,0,0,0.0,0.0
SC-A-4205902-12100-20110908,2011-09-08,2011-09-08,2011,Gaspar,4205902,acu,12100,Inundação,Registro,0,0,558,23039,0,23597,58869,0,0,0.0,0.0
SC-A-4207502-12200-20110908,2011-09-08,2011-09-08,2011,Indaial,4207502,acu,12200,Enxurrada,Registro,0,0,11,435,0,446,22460,0,0,0.0,0.0
SC-A-4211306-12200-20110908,2011-09-08,2011-09-08,2011,Navegantes,4211306,acu,12200,Enxurrada,Reconhecido,0,0,185,4113,0,4298,20891,0,0,1774978.63,300843.84
SC-A-4214805-12200-20110908,2011-09-08,2011-09-08,2011,Rio do Sul,4214805,acu,12200,Enxurrada,Registro,2,0,2580,10320,0,12902,50000,0,0,0.0,0.0
SC-A-4217808-12200-20110908,2011-09-08,2011-09-08,2011,Taió,4217808,acu,12200,Enxurrada,Registro,0,0,55,3235,0,3342,17260,0,0,0.0,0.0
SC-A-4218202-12100-20110908,2011-09-08,2011-09-08,2011,Timbó,4218202,acu,12100,Inundação,Registro,0,0,412,3710,0,4122,36774,0,0,0.0,0.0
SC-A-4219200-12200-20110908,2011-09-08,2011-09-08,2011,Vidal Ramos,4219200,mirim,12200,Enxurrada,Registro,0,0,0,28,0,28,16,0,0,0.0,0.0
SC-P-4201257-12200-20110909,2011-09-09,2011-09-09,2011,Apiúna,4201257,acu,12200,Enxurrada,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-A-4202701-12100-20110909,2011-09-09,2011-09-09,2011,Botuverá,4202701,mirim,12100,Inundação,Reconhecido,0,0,22,235,0,257,3800,42,0,10178549.91,9470438.73
SC-A-4202909-12100-20110909,2011-09-09,2011-09-09,2011,Brusque,4202909,mirim,12100,Inundação,Registro,0,2,18,350,0,370,10,0,0,0.0,0.0
SC-A-4206306-12300-20110909,2011-09-09,2011-09-09,2011,Guabiruba,4206306,mirim,12300,Alagamento,Registro,1,0,0,35,0,36,430,0,0,0.0,0.0
SC-A-4208203-12100-20110909,2011-09-09,2011-09-09,2011,Itajaí,4208203,ambos,12100,Inundação,Registro,1,0,3215,45630,0,48863,42415,0,0,0.0,0.0
SC-A-4215109-12100-20110909,2011-09-09,2011-09-09,2011,Rodeio,4215109,acu,12100,Inundação,Registro,0,8,102,576,0,686,0,0,0,0.0,0.0
SC-A-4213203-12200-20110910,2011-09-10,2011-09-10,2011,Pomerode,4213203,acu,12200,Enxurrada,Registro,0,0,6,134,0,140,9070,0,0,0.0,0.0
SC-A-4202404-12100-20110911,2011-09-11,2011-09-11,2011,Blumenau,4202404,acu,12100,Inundação,Reconhecido,0,138,668,90000,0,90871,302000,0,0,186877674.95,5569171.02
SC-P-4201703-12100-20110912,2011-09-12,2011-09-12,2011,Ascurra,4201703,acu,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4202206-12100-20110912,2011-09-12,2011-09-12,2011,Benedito Novo,4202206,acu,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4202909-12100-20110912,2011-09-12,2011-09-12,2011,Brusque,4202909,mirim,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4205902-12100-20110912,2011-09-12,2011-09-12,2011,Gaspar,4205902,acu,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4206306-12100-20110912,2011-09-12,2011-09-12,2011,Guabiruba,4206306,mirim,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4207106-12100-20110912,2011-09-12,2011-09-12,2011,Ilhota,4207106,acu,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4207502-12100-20110912,2011-09-12,2011-09-12,2011,Indaial,4207502,acu,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4208203-12100-20110912,2011-09-12,2011-09-12,2011,Itajaí,4208203,ambos,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4209904-12100-20110912,2011-09-12,2011-09-12,2011,Lontras,4209904,acu,12100,Inundação,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4214805-12100-20110912,2011-09-12,2011-09-12,2011,Rio do Sul,4214805,acu,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4215109-12100-20110912,2011-09-12,2011-09-12,2011,Rodeio,4215109,acu,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4217808-12100-20110912,2011-09-12,2011-09-12,2011,Taió,4217808,acu,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4218202-12100-20110912,2011-09-12,2011-09-12,2011,Timbó,4218202,acu,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-P-4213203-12200-20110920,2011-09-20,2011-09-20,2011,Pomerode,4213203,acu,12200,Enxurrada,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-C-4208203-12200-20120521,2012-05-21,2012-05-21,2012,Itajaí,4208203,ambos,12200,Enxurrada,Registro,0,0,0,1,0,1,100,0,0,0.0,0.0
SC-F-4213203-12200-20130214,2013-02-21,2013-02-21,2013,Pomerode,4213203,acu,12200,Enxurrada,Registro,0,0,4,3,0,7,0,0,0,1318775.04,2132019.68
SC-F-4208203-12200-20130309,2013-03-27,2013-03-27,2013,Itajaí,4208203,ambos,12200,Enxurrada,Registro,0,0,10,1704,0,1714,0,200,8,3321932.46,913548.13
SC-F-4208203-12200-20130410,2013-05-13,2013-05-13,2013,Itajaí,4208203,ambos,12200,Enxurrada,Registro,0,0,1,40,0,41,6810,980,8,4529747.64,1297861.25
SC-F-4208203-12200-20130403,2013-05-13,2013-05-13,2013,Itajaí,4208203,ambos,12200,Enxurrada,Registro,0,0,0,0,0,0,0,1500,8,4925380.18,1297861.25
SC-F-4202909-12100-20130923,2013-09-23,2013-09-23,2013,Brusque,4202909,mirim,12100,Inundação,Reconhecido,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4215109-12300-20130922,2013-09-25,2013-09-25,2013,Rodeio,4215109,acu,12300,Alagamento,Reconhecido,0,0,44,48,0,92,16,23,0,1386032.57,0.0
SC-F-4201257-12200-20130922,2013-09-26,2013-09-26,2013,Apiúna,4201257,acu,12200,Enxurrada,Reconhecido,0,0,10,243,0,253,3358,0,0,1197887.33,9996314.84
SC-F-4208500-12200-20130922,2013-09-26,2013-09-26,2013,Ituporanga,4208500,acu,12200,Enxurrada,Reconhecido,0,0,79,243,0,322,0,9,0,3682463.87,12351537.19
SC-F-4214805-12100-20130923,2013-09-26,2013-09-26,2013,Rio do Sul,4214805,acu,12100,Inundação,Reconhecido,0,1,690,8010,0,8733,0,2143,25,39298181.26,11093267.54
SC-F-4201703-12100-20130922,2013-09-27,2013-09-27,2013,Ascurra,4201703,acu,12100,Inundação,Reconhecido,0,0,84,128,0,212,7207,65,0,1769356.52,2706785.78
SC-F-4207502-12300-20130922,2013-09-27,2013-09-27,2013,Indaial,4207502,acu,12300,Alagamento,Reconhecido,0,0,172,332,0,504,13163,0,0,1528702.4,9962158.56
SC-F-4207106-12300-20130922,2013-10-01,2013-10-01,2013,Ilhota,4207106,acu,12300,Alagamento,Reconhecido,0,0,293,0,0,293,0,20,0,173199.12,170914.74
SC-F-4202404-12100-20130922,2013-10-02,2013-10-02,2013,Blumenau,4202404,acu,12100,Inundação,Reconhecido,0,0,281,12340,0,12621,31000,37,0,90678132.41,288285583.05
SC-F-4209904-13214-20130922,2013-10-02,2013-10-02,2013,Lontras,4209904,acu,13214,Chuvas intensas,Reconhecido,0,0,356,1012,0,1402,252,68,0,2651045.55,6986452.6
SC-F-4218202-12100-20130922,2013-10-02,2013-10-02,2013,Timbó,4218202,acu,12100,Inundação,Reconhecido,0,0,35,1757,0,1792,0,448,0,2175978.82,5538855.16
SC-F-4217808-12100-20130923,2013-10-03,2013-10-03,2013,Taió,4217808,acu,12100,Inundação,Reconhecido,0,0,112,1204,0,1342,0,160,0,14286729.65,1835295.27
SC-F-4219200-12200-20130920,2013-10-04,2013-10-04,2013,Vidal Ramos,4219200,mirim,12200,Enxurrada,Reconhecido,0,0,0,0,0,0,300,0,0,142867.3,4755502.81
SC-F-4202701-12300-20130919,2013-10-07,2013-10-07,2013,Botuverá,4202701,mirim,12300,Alagamento,Reconhecido,0,0,0,13,0,14,274,0,0,1391452.74,1391452.74
SC-F-4205902-13214-20130922,2013-10-17,2013-10-17,2013,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,0,88,2585,0,2673,6663,0,0,0.0,7941695.23
SC-F-4208203-12100-20130920,2013-10-17,2013-10-17,2013,Itajaí,4208203,ambos,12100,Inundação,Registro,0,0,247,740,0,987,0,308,0,426579.75,27275397.81
SC-F-4201257-12200-20131205,2013-12-05,2013-12-05,2013,Apiúna,4201257,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,0,1,0,6593.88,43959.17
SC-F-4215109-12200-20140112,2014-02-07,2014-02-07,2014,Rodeio,4215109,acu,12200,Enxurrada,Registro,0,0,60,102,0,162,4600,54,0,1418945.02,847131.36
SC-F-4214805-12100-20140609,2014-06-11,2014-06-11,2014,Rio do Sul,4214805,acu,12100,Inundação,Registro,0,0,151,1016,0,1167,0,389,0,4468617.91,1376588.45
SC-F-4218202-12100-20140609,2014-06-11,2014-06-11,2014,Timbó,4218202,acu,12100,Inundação,Reconhecido,0,0,35,20,0,55,20,0,0,52268004.7,22332500.39
SC-F-4202206-12100-20140607,2014-06-12,2014-06-12,2014,Benedito Novo,4202206,acu,12100,Inundação,Reconhecido,0,5,13,278,0,296,10035,83,5,4131883.19,4347901.69
SC-F-4217808-12100-20140609,2014-06-20,2014-06-20,2014,Taió,4217808,acu,12100,Inundação,Reconhecido,0,0,16,340,0,356,13500,545,0,5866384.64,2996727.17
SC-F-4214805-12100-20140629,2014-07-21,2014-07-21,2014,Rio do Sul,4214805,acu,12100,Inundação,Reconhecido,1,0,508,6498,0,7020,0,2166,0,23767569.71,34403086.96
SC-F-4208500-12200-20141001,2014-10-10,2014-10-10,2014,Ituporanga,4208500,acu,12200,Enxurrada,Registro,0,0,2,5,0,7,0,1,0,7923.49,0.0
SC-F-4214805-12100-20141001,2014-10-10,2014-10-10,2014,Rio do Sul,4214805,acu,12100,Inundação,Registro,0,0,88,678,0,766,0,0,0,9170.2,953022.78
SC-F-4208500-12200-20150108,2015-01-15,2015-01-15,2015,Ituporanga,4208500,acu,12200,Enxurrada,Registro,0,0,18,35,0,53,0,2,0,200876.04,0.0
SC-F-4219200-12200-20150918,2015-09-29,2015-09-29,2015,Vidal Ramos,4219200,mirim,12200,Enxurrada,Reconhecido,0,0,0,0,0,0,1000,40,0,572018.43,5213211.45
SC-F-4202701-12300-20151009,2015-10-13,2015-10-13,2015,Botuverá,4202701,mirim,12300,Alagamento,Registro,0,0,0,0,0,0,0,0,0,7652.42,765.24
SC-F-4208203-12100-20151013,2015-10-20,2015-10-20,2015,Itajaí,4208203,ambos,12100,Inundação,Registro,0,0,0,0,0,0,24800,0,0,0.0,60607170.17
SC-F-4201703-12100-20151022,2015-10-22,2015-10-22,2015,Ascurra,4201703,acu,12100,Inundação,Reconhecido,0,0,4,56,0,60,5500,20,0,809616.52,1226221.94
SC-F-4202909-12100-20151021,2015-10-22,2015-10-22,2015,Brusque,4202909,mirim,12100,Inundação,Registro,0,0,30,0,0,30,0,0,0,1796313.88,0.0
SC-F-4214805-12100-20151023,2015-10-23,2015-10-23,2015,Rio do Sul,4214805,acu,12100,Inundação,Reconhecido,1,2,866,17636,0,18540,0,4626,3,73280248.06,164887073.66
SC-F-4217808-12100-20151023,2015-10-25,2015-10-25,2015,Taió,4217808,acu,12100,Inundação,Reconhecido,0,5,206,2800,0,3053,10000,730,0,14173621.89,26084614.37
SC-F-4201257-12200-20151022,2015-10-26,2015-10-26,2015,Apiúna,4201257,acu,12200,Enxurrada,Registro,0,0,0,115,0,115,2900,24,0,497407.33,1157428.6
SC-F-4208203-12100-20151022,2015-10-26,2015-10-26,2015,Itajaí,4208203,ambos,12100,Inundação,Registro,0,0,0,0,0,0,0,250,0,5045814.75,10412216.18
SC-F-4209904-13214-20151022,2015-10-27,2015-10-27,2015,Lontras,4209904,acu,13214,Chuvas intensas,Reconhecido,1,0,186,1200,0,1387,346,114,0,2714696.16,18340047.27
SC-F-4219200-13214-20151021,2015-10-27,2015-10-27,2015,Vidal Ramos,4219200,mirim,13214,Chuvas intensas,Reconhecido,0,0,0,0,0,0,2000,2,0,480669.57,33655857.96
SC-F-4208500-13214-20151021,2015-10-28,2015-10-28,2015,Ituporanga,4208500,acu,13214,Chuvas intensas,Reconhecido,0,2,79,250,0,331,619,3,0,4478435.6,180686941.64
SC-F-4207106-13214-20151105,2015-11-06,2015-11-06,2015,Ilhota,4207106,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,5000,0,0,11147726.66,11736963.04
SC-F-4202701-12200-20151224,2016-01-12,2016-01-12,2016,Botuverá,4202701,mirim,12200,Enxurrada,Registro,0,0,0,0,0,0,800,15,0,4283.77,160641.26
SC-F-4202701-12200-20160303,2016-03-03,2016-03-04,2016,Botuverá,4202701,mirim,12200,Enxurrada,Registro,0,0,0,0,0,0,50,0,0,0.0,8567.53
SC-F-4201703-12200-20160410,2016-04-10,2016-04-11,2016,Ascurra,4201703,acu,12200,Enxurrada,Registro,0,0,0,11,0,11,37,2,0,8924.51,5354.71
SC-F-4208203-12200-20160413,2016-04-13,2016-04-14,2016,Itajaí,4208203,ambos,12200,Enxurrada,Registro,0,0,0,15,0,15,6500,0,0,80320.63,0.0
SC-F-4201257-12200-20160820,2016-08-20,2016-08-23,2016,Apiúna,4201257,acu,12200,Enxurrada,Registro,0,0,0,4,0,4,0,1,0,89245.14,0.0
SC-F-4201257-12200-20161231,2016-12-31,2017-01-02,2016,Apiúna,4201257,acu,12200,Enxurrada,Registro,0,0,13,25,0,38,0,4,2,428376.68,535470.85
SC-F-4202701-12200-20170105,2017-01-05,2017-01-09,2017,Botuverá,4202701,mirim,12200,Enxurrada,Registro,0,0,4,0,0,4,800,0,0,10754.43,41225.31
SC-F-4202909-12200-20170105,2017-01-05,2017-01-06,2017,Brusque,4202909,mirim,12200,Enxurrada,Reconhecido,0,0,20,1800,0,1820,50000,441,9,7552949.42,6227717.12
SC-F-4208500-13214-20170109,2017-01-09,2017-01-13,2017,Ituporanga,4208500,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202206-12200-20170126,2017-01-26,2017-01-31,2017,Benedito Novo,4202206,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,0,2,0,268860.7,0.0
SC-F-4213203-12200-20170126,2017-01-26,2017-01-30,2017,Pomerode,4213203,acu,12200,Enxurrada,Registro,0,0,0,4,0,4,0,0,0,603323.4,0.0
SC-F-4205902-13214-20170131,2017-01-31,2017-02-06,2017,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,562,0,0,222258.18,0.0
SC-F-4207106-12200-20170131,2017-01-31,2017-02-07,2017,Ilhota,4207106,acu,12200,Enxurrada,Registro,0,0,0,6,0,6,0,0,0,322632.84,0.0
SC-F-4202909-12200-20170303,2017-03-03,2017-03-04,2017,Brusque,4202909,mirim,12200,Enxurrada,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4201703-12200-20170527,2017-05-27,2017-05-28,2017,Ascurra,4201703,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,0,4,0,16131.64,8962.02
SC-F-4201703-12100-20170531,2017-05-31,2017-06-01,2017,Ascurra,4201703,acu,12100,Inundação,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202909-13214-20170531,2017-05-31,2017-06-01,2017,Brusque,4202909,mirim,13214,Chuvas intensas,Reconhecido,0,0,0,240,0,240,60000,2,0,2469576.92,2774896.92
SC-F-4214805-12100-20170601,2017-06-01,2017-06-09,2017,Rio do Sul,4214805,acu,12100,Inundação,Reconhecido,0,11,1090,14632,0,15782,2287,6161,0,16402126.44,132778644.85
SC-F-4201257-12200-20170604,2017-06-04,2017-06-08,2017,Apiúna,4201257,acu,12200,Enxurrada,Registro,0,0,0,58,0,58,0,0,0,197164.51,250936.65
SC-F-4202701-12200-20170604,2017-06-04,2017-06-06,2017,Botuverá,4202701,mirim,12200,Enxurrada,Registro,0,0,0,1,0,1,2000,0,0,0.0,134430.35
SC-F-4208500-13214-20170604,2017-06-04,2017-06-09,2017,Ituporanga,4208500,acu,13214,Chuvas intensas,Reconhecido,0,0,96,105,0,201,8307,0,7,5489285.83,15041273.68
SC-F-4217808-13214-20170604,2017-06-04,2017-06-10,2017,Taió,4217808,acu,13214,Chuvas intensas,Registro,0,0,40,500,0,540,5000,0,0,352393.92,620179.18
SC-F-4219200-13214-20170604,2017-06-04,2017-06-06,2017,Vidal Ramos,4219200,mirim,13214,Chuvas intensas,Reconhecido,0,0,0,7,0,7,100,1,0,734885.91,5330254.73
SC-F-4208203-12100-20170605,2017-06-05,2017-06-12,2017,Itajaí,4208203,ambos,12100,Inundação,Registro,0,0,59,50,0,109,810,295,0,291265.76,9866260.91
SC-F-4209904-13214-20170605,2017-06-05,2017-06-07,2017,Lontras,4209904,acu,13214,Chuvas intensas,Reconhecido,0,0,329,752,0,1081,2212,160,0,163340.04,10350228.09
SC-F-4207502-12300-20170606,2017-06-06,2017-06-12,2017,Indaial,4207502,acu,12300,Alagamento,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202909-12200-20171006,2017-10-06,2017-10-09,2017,Brusque,4202909,mirim,12200,Enxurrada,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4201257-12200-20171117,2017-11-17,2017-11-20,2017,Apiúna,4201257,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,0,0,0,143392.37,143392.37
SC-F-4202909-13214-20180111,2018-01-11,2018-01-12,2018,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,16,9,0,25,8109,9,0,150.62,0.0
SC-F-4211306-12200-20180111,2018-01-11,2018-01-11,2018,Navegantes,4211306,acu,12200,Enxurrada,Registro,0,0,0,12,0,12,769,143,0,6595286.95,8041602.35
SC-F-4202404-13214-20180116,2018-01-16,2018-01-19,2018,Blumenau,4202404,acu,13214,Chuvas intensas,Reconhecido,0,0,0,1700,0,1700,150000,170,12,22508075.09,23144263.07
SC-F-4202701-12200-20180116,2018-01-16,2018-01-17,2018,Botuverá,4202701,mirim,12200,Enxurrada,Registro,0,0,4,0,0,4,1200,0,0,0.0,66943.62
SC-F-4202909-12200-20180116,2018-01-16,2018-01-24,2018,Brusque,4202909,mirim,12200,Enxurrada,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4205902-13214-20180116,2018-01-16,2018-01-21,2018,Gaspar,4205902,acu,13214,Chuvas intensas,Reconhecido,0,0,13,200,0,213,23000,278,3,5872026.57,1099548.96
SC-F-4202404-12200-20180123,2018-01-23,2018-01-24,2018,Blumenau,4202404,acu,12200,Enxurrada,Registro,0,0,0,30,0,30,42424,50,0,2091988.13,8334480.69
SC-F-4205902-13214-20180124,2018-01-24,2018-01-30,2018,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,32,0,0,0.0,0.0
SC-F-4214805-13214-20180226,2018-02-26,2018-03-02,2018,Rio do Sul,4214805,acu,13214,Chuvas intensas,Reconhecido,0,0,0,12,0,12,741,67,1,2873996.92,4277240.28
SC-F-4217808-13214-20180324,2018-03-24,2018-03-27,2018,Taió,4217808,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,2000,0,0,836795.25,836795.25
SC-F-4202701-12200-20180325,2018-03-25,2018-03-28,2018,Botuverá,4202701,mirim,12200,Enxurrada,Registro,0,0,0,0,0,0,900,0,0,0.0,11715.13
SC-F-4202404-13214-20180331,2018-03-31,2018-04-03,2018,Blumenau,4202404,acu,13214,Chuvas intensas,Reconhecido,2,0,0,621,0,623,146559,152,10,8336053.87,3332018.27
SC-F-4202404-12200-20180331,2018-03-31,2018-04-01,2018,Blumenau,4202404,acu,12200,Enxurrada,Registro,2,0,0,0,0,2,0,0,0,0.0,0.0
SC-F-4213203-13214-20180331,2018-03-31,2018-04-04,2018,Pomerode,4213203,acu,13214,Chuvas intensas,Reconhecido,0,0,0,6,0,6,4,1,0,216478.93,326935.9
SC-F-4218202-13214-20180331,2018-03-31,2018-04-09,2018,Timbó,4218202,acu,13214,Chuvas intensas,Registro,0,0,0,8,0,8,15000,5,0,83679.53,15062.31
SC-F-4217808-13214-20180413,2018-04-13,2018-04-16,2018,Taió,4217808,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,5020.77,0.0
SC-F-4214805-12100-20180904,2018-09-04,2018-09-10,2018,Rio do Sul,4214805,acu,12100,Inundação,Registro,0,0,19,0,0,19,0,0,0,0.0,0.0
SC-F-4202206-12200-20181215,2018-12-15,2018-12-17,2018,Benedito Novo,4202206,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,207,0,0,175727.0,0.0
SC-F-4211306-12300-20190113,2019-01-13,2019-01-14,2019,Navegantes,4211306,acu,12300,Alagamento,Registro,0,0,0,16,0,16,2800,18,0,2315453.98,5182576.53
SC-F-4202404-13214-20190117,2019-01-17,2019-01-21,2019,Blumenau,4202404,acu,13214,Chuvas intensas,Reconhecido,0,0,0,100,0,100,35000,98,0,8464992.06,4657701.96
SC-F-4202701-12200-20190117,2019-01-17,2019-01-18,2019,Botuverá,4202701,mirim,12200,Enxurrada,Registro,0,0,0,0,0,0,2000,0,0,0.0,77699.8
SC-F-4211306-13214-20190218,2019-02-18,2019-02-22,2019,Navegantes,4211306,acu,13214,Chuvas intensas,Registro,0,2,1,1469,0,1473,48,486,1,10079231.79,9129726.27
SC-F-4202909-13214-20190530,2019-05-30,2019-06-03,2019,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,1,2,15,0,18,3000,10,0,0.0,0.0
