id,inicio,fim,n_cidades,cidades,atinge_acu,atinge_mirim,tipos,desabrigados,desalojados,mortos,prejuizos_rs,protocolos
1997-10-11,1997-10-11,1997-10-11,1,Rio do Sul,True,False,Inundação,362,6,0,1265889.7,SC-A-4214805-12100-19971011
1998-01-29,1998-01-29,1998-01-29,1,Taió,True,False,Enxurrada,0,0,0,0.0,SC-D-4217808-12200-19980129
1998-04-28,1998-04-28,1998-04-28,1,Rio do Sul,True,False,Inundação,0,763,0,0.0,SC-A-4214805-12100-19980428
1999-01-23,1999-01-23,1999-01-23,1,Itajaí,True,True,Enxurrada,0,350,0,2510944.54,SC-A-4208203-12200-19990123
1999-02-25,1999-02-25,1999-02-26,3,"Benedito Novo, Ituporanga, Rodeio",True,False,Enxurrada,26,121,2,660774.88,"SC-A-4208500-12200-19990225, SC-A-4202206-12200-19990226, SC-A-4215109-12200-19990226"
1999-07-03,1999-07-03,1999-07-03,1,Rio do Sul,True,False,Inundação,201,0,0,403072.68,SC-A-4214805-12100-19990703
1999-07-29,1999-07-29,1999-07-29,1,Gaspar,True,False,Enxurrada,5,15,0,0.0,SC-A-4205902-12200-19990729
2000-01-14,2000-01-14,2000-01-16,2,"Apiúna, Ituporanga",True,False,Enxurrada,12,1040,0,1934666.9,"SC-A-4208500-12200-20000114, SC-A-4201257-12200-20000116"
2000-02-14,2000-02-14,2000-02-15,2,"Brusque, Pomerode",True,True,Enxurrada,30,859,0,2856404.79,"SC-A-4202909-12200-20000214, SC-A-4213203-12200-20000215"
2000-02-28,2000-02-28,2000-03-09,3,"Blumenau, Gaspar, Timbó",True,False,Enxurrada,172,8,0,3224244.24,"SC-A-4218202-12200-20000228, SC-A-4205902-12200-20000305, SC-P-4202404-12200-20000309"
2001-02-12,2001-02-12,2001-02-12,1,Rio do Sul,True,False,Enxurrada,13,0,0,117739.4,SC-A-4214805-12200-20010212
2001-03-09,2001-03-09,2001-03-09,1,Benedito Novo,True,False,Enxurrada,4,95,0,803189.86,SC-A-4202206-12200-20010309
2001-03-17,2001-03-17,2001-03-24,2,"Guabiruba, Vidal Ramos",False,True,Enxurrada,53,67,0,2337617.72,"SC-A-4206306-12200-20010317, SC-A-4219200-12200-20010324"
2001-09-04,2001-09-04,2001-09-04,1,Rio do Sul,True,False,Enxurrada,21,0,0,0.0,SC-A-4214805-12200-20010904
2001-09-30,2001-09-30,2001-10-08,16,"Benedito Novo, Blumenau, Botuverá, Brusque, Guabiruba, Ilhota, Indaial, Itajaí, Ituporanga, Lontras, Navegantes, Rio do Sul, Rodeio, Taió, Timbó, Vidal Ramos",True,True,"Enxurrada, Inundação",4396,2411,2,23870628.16,"SC-A-4207106-12200-20010930, SC-A-4208500-12200-20010930, SC-A-4202206-12100-20011001, SC-A-4202404-12100-20011001, SC-A-4202701-12100-20011001, SC-A-4202909-12100-20011001, SC-A-4207502-12100-20011001, SC-A-4209904-12100-20011001, SC-A-4211306-12100-20011001, SC-A-4214805-12200-20011001, SC-D-4215109-12200-20011001, SC-A-4218202-12100-20011001, SC-D-4219200-12200-20011001, SC-A-4208203-12100-20011002, SC-A-4217808-12100-20011002, SC-A-4206306-12100-20011008"
2002-02-28,2002-02-28,2002-02-28,1,Gaspar,True,False,Enxurrada,0,0,0,0.0,SC-P-4205902-12200-20020228
2002-03-12,2002-03-12,2002-03-15,2,"Benedito Novo, Guabiruba",True,True,Enxurrada,0,0,0,633872.2,"SC-A-4202206-12200-20020312, SC-A-4206306-12200-20020315"
2002-03-27,2002-03-27,2002-03-27,1,Navegantes,True,False,Enxurrada,0,0,0,0.0,SC-P-4211306-12200-20020327
2002-09-18,2002-09-18,2002-09-18,1,Ilhota,True,False,Enxurrada,0,0,0,1164255.06,SC-A-4207106-12200-20020918
2002-10-01,2002-10-01,2002-10-01,1,Rodeio,True,False,Enxurrada,175,250,0,2920124.17,SC-A-4215109-12200-20021001
2002-11-21,2002-11-21,2002-11-28,4,"Benedito Novo, Rio do Sul, Taió, Vidal Ramos",True,True,Enxurrada,273,96,0,31707369.66,"SC-A-4202206-12200-20021121, SC-A-4214805-12200-20021121, SC-A-4219200-12200-20021121, SC-A-4217808-12200-20021128"
2003-11-06,2003-11-06,2003-11-07,2,"Itajaí, Navegantes",True,True,Enxurrada,16,16,1,1782123.76,"SC-A-4208203-12200-20031106, SC-A-4211306-12200-20031107"
2003-12-11,2003-12-11,2003-12-15,2,"Brusque, Vidal Ramos",False,True,Enxurrada,0,57,0,11065186.39,"SC-A-4219200-12200-20031211, SC-A-4202909-12200-20031215"
2004-09-14,2004-09-14,2004-09-14,1,Apiúna,True,False,Enxurrada,0,0,0,171425.38,SC-A-4201257-12200-20040914
2004-11-28,2004-11-28,2004-11-28,1,Rio do Sul,True,False,Enxurrada,0,0,0,41070.66,SC-A-4214805-12200-20041128
2005-01-06,2005-01-06,2005-01-06,1,Rodeio,True,False,Enxurrada,0,0,0,617428.1,SC-A-4215109-12200-20050106
2005-07-16,2005-07-16,2005-07-16,1,Blumenau,True,False,Inundação,396,516,0,0.0,SC-N-4202404-12100-20050716
2005-11-16,2005-11-16,2005-11-16,1,Vidal Ramos,False,True,Enxurrada,10,5,0,1701032.05,SC-A-4219200-12200-20051116
2007-01-05,2007-01-05,2007-01-05,1,Botuverá,False,True,Enxurrada,0,16,0,0.0,SC-A-4202701-12200-20070105
2007-03-02,2007-03-02,2007-03-02,2,"Botuverá, Ituporanga",True,True,Enxurrada,0,16,0,0.0,"SC-A-4202701-12200-20070302, SC-A-4208500-12200-20070302"
2007-10-16,2007-10-16,2007-10-16,1,Ituporanga,True,False,Enxurrada,0,0,0,0.0,SC-A-4208500-12200-20071016
2008-01-03,2008-01-03,2008-01-03,1,Taió,True,False,Enxurrada,0,0,0,0.0,SC-A-4217808-12200-20080103
2008-01-18,2008-01-18,2008-01-18,1,Ituporanga,True,False,Enxurrada,0,0,0,0.0,SC-A-4208500-12200-20080118
2008-01-31,2008-01-31,2008-01-31,4,"Brusque, Ilhota, Itajaí, Navegantes",True,True,Enxurrada,380,5937,0,10737091.32,"SC-A-4202909-12200-20080131, SC-A-4207106-12200-20080131, SC-A-4208203-12200-20080131, SC-A-4211306-12200-20080131"
2008-02-20,2008-02-20,2008-02-20,1,Itajaí,True,True,Enxurrada,0,25511,0,1573896.25,SC-A-4208203-12200-20080220
2008-10-04,2008-10-04,2008-10-04,1,Benedito Novo,True,False,Enxurrada,0,0,0,77972.84,SC-A-4202206-12200-20081004
2008-11-10,2008-11-10,2008-11-10,1,Lontras,True,False,Enxurrada,0,0,0,5241507.69,SC-A-4209904-12200-20081110
2008-11-21,2008-11-21,2008-11-24,15,"Apiúna, Ascurra, Blumenau, Botuverá, Brusque, Gaspar, Guabiruba, Ilhota, Indaial, Itajaí, Navegantes, Pomerode, Rio do Sul, Rodeio, Timbó",True,True,Enxurrada,31388,52366,78,3867941503.01,"SC-A-4202909-12200-20081121, SC-A-4211306-12200-20081121, SC-A-4201257-12200-20081122, SC-A-4201703-12200-20081122, SC-A-4205902-12200-20081122, SC-A-4206306-12200-20081122, SC-A-4207502-12200-20081122, SC-A-4218202-12200-20081122, SC-A-4202404-12200-20081123, SC-A-4202701-12200-20081123, SC-A-4208203-12200-20081123, SC-A-4213203-12200-20081123, SC-A-4207106-12200-20081124, SC-A-4214805-12200-20081124, SC-P-4215109-12200-20081124"
2009-01-01,2009-01-01,2009-01-01,1,Taió,True,False,Enxurrada,0,0,0,1230501.42,SC-A-4217808-12200-20090101
2009-01-12,2009-01-12,2009-01-12,1,Timbó,True,False,Enxurrada,0,0,0,0.0,SC-P-4218202-12200-20090112
2009-02-19,2009-02-19,2009-02-26,2,"Benedito Novo, Rio do Sul",True,False,Enxurrada,210,712,2,32406133.88,"SC-A-4202206-12200-20090219, SC-P-4214805-12200-20090226"
2009-04-24,2009-04-24,2009-04-24,1,Navegantes,True,False,Enxurrada,0,0,0,0.0,SC-P-4211306-12200-20090424
2009-07-23,2009-07-23,2009-07-23,1,Itajaí,True,True,Enxurrada,0,0,0,0.0,SC-P-4208203-12200-20090723
2009-07-31,2009-07-31,2009-07-31,1,Ilhota,True,False,Enxurrada,0,0,0,0.0,SC-P-4207106-12200-20090731
2009-08-20,2009-08-20,2009-08-20,1,Ascurra,True,False,Enxurrada,0,17,0,0.0,SC-P-4201703-12200-20090820
2009-09-28,2009-09-28,2009-09-30,8,"Benedito Novo, Gaspar, Ituporanga, Lontras, Navegantes, Pomerode, Rio do Sul, Taió",True,False,Enxurrada,0,0,0,0.0,"SC-P-4202206-12200-20090928, SC-P-4208500-12200-20090928, SC-P-4209904-12200-20090928, SC-P-4214805-12200-20090928, SC-P-4217808-12200-20090928, SC-P-4205902-12200-20090929, SC-P-4211306-12200-20090929, SC-P-4213203-12200-20090930"
2009-11-27,2009-11-27,2009-11-27,1,Blumenau,True,False,Enxurrada,0,0,0,0.0,SC-P-4202404-12200-20091127
2010-01-13,2010-01-13,2010-01-14,2,"Ilhota, Indaial",True,False,Enxurrada,12,41,0,0.0,"SC-P-4207106-12200-20100113, SC-P-4207502-12200-20100114"
2010-01-26,2010-01-26,2010-01-26,1,Pomerode,True,False,Enxurrada,21,1000,0,1873075.51,SC-A-4213203-12200-20100126
2010-02-26,2010-02-26,2010-02-26,1,Ilhota,True,False,Enxurrada,14,50,0,2404618.63,SC-A-4207106-12200-20100226
2010-03-25,2010-03-25,2010-03-28,2,"Gaspar, Taió",True,False,Enxurrada,1,320,0,52646.28,"SC-P-4205902-12200-20100325, SC-A-4217808-12200-20100328"
2010-04-26,2010-04-26,2010-04-28,7,"Ascurra, Blumenau, Brusque, Guabiruba, Itajaí, Navegantes, Rio do Sul",True,True,"Enxurrada, Inundação",170,1236,0,505404.24,"SC-P-4201703-12200-20100426, SC-J-4202404-12100-20100426, SC-P-4206306-12200-20100426, SC-C-4208203-12200-20100426, SC-A-4211306-12200-20100426, SC-J-4214805-12200-20100427, SC-P-4202909-12200-20100428"
2010-05-15,2010-05-15,2010-05-15,1,Gaspar,True,False,Enxurrada,15,426,0,3282100.43,SC-A-4205902-12200-20100515
2011-01-21,2011-01-21,2011-02-01,7,"Apiúna, Benedito Novo, Blumenau, Gaspar, Ilhota, Indaial, Taió",True,False,Enxurrada,76,644,1,37076195.33,"SC-A-4205902-12200-20110121, SC-P-4207106-12200-20110122, SC-A-4217808-12200-20110122, SC-A-4202404-12200-20110128, SC-A-4207502-12200-20110129, SC-A-4201257-12200-20110130, SC-A-4202206-12200-20110201"
2011-02-10,2011-02-10,2011-02-14,4,"Ascurra, Pomerode, Rodeio, Timbó",True,False,Enxurrada,7,241,0,5837487.61,"SC-A-4213203-12200-20110210, SC-A-4215109-12200-20110211, SC-A-4201703-12200-20110214, SC-A-4218202-12200-20110214"
2011-03-10,2011-03-10,2011-03-24,6,"Blumenau, Botuverá, Brusque, Guabiruba, Lontras, Pomerode",True,True,Enxurrada,90,2660,1,2025431.15,"SC-A-4202404-12200-20110310, SC-P-4213203-12200-20110311, SC-P-4202909-12200-20110312, SC-P-4206306-12200-20110312, SC-P-4202701-12200-20110318, SC-A-4209904-12200-20110324"
2011-08-06,2011-08-06,2011-08-09,3,"Ituporanga, Lontras, Rio do Sul",True,False,"Enxurrada, Inundação",328,1553,2,25937788.15,"SC-A-4208500-12100-20110806, SC-A-4209904-12100-20110809, SC-A-4214805-12200-20110809"
2011-08-30,2011-08-30,2011-08-30,1,Ilhota,True,False,Enxurrada,0,408,0,3214221.85,SC-A-4207106-12200-20110830
